sample_id,HF_outer_MPa,MF_outer_MPa,LF_outer_MPa,HF_inner_MPa,MF_inner_MPa,LF_inner_MPa
38,0.6279649517080335,0.6342003774811431,0.7399728775457366,0.6047973329634279,0.6197525332031966,0.6734364204589928
39,0.6773694884481976,0.7030808652926988,0.71350172805279,0.679858725108476,0.7402950283177719,0.8038685620653082
40,0.39478772602968865,0.4285577812480311,0.46230812472681043,0.42718522545651993,0.4507843401196682,0.463957935397031
41,0.4162754434069518,0.39535930725571666,0.4449075603357778,0.2252009427702381,0.23708814794427427,0.32388153735550196
42,0.893795101624719,0.9288008645451438,1.0317144436830803,0.6423496003966987,0.646215568606421,0.7267719778501239
43,0.43764165799975796,0.4471828466495728,0.456540173233259,0.29384331658598956,0.3082170944432596,0.2873744078933677
44,0.8805613917898223,0.9291330787698202,0.9725438869517155,0.2632199698913297,0.2619360529925646,0.2973975297162572
45,0.5439657072550896,0.5705716518721745,0.5552541935804659,0.5772247478433318,0.5667833854566029,0.6116941795562345
46,0.3598705891408728,0.38813701003524365,0.33192129207662185,0.16328010793359224,0.16475248970092843,0.16032941689966826
47,0.4847834855914932,0.49818587219508115,0.4876208762436095,0.5528193278527129,0.5835643966470052,0.6285754634006335
48,0.7138052260198313,0.7553950932741318,0.8233912470805365,0.4169629961683101,0.4323782028516703,0.5303149873767624
49,0.43321846643043366,0.4638412940435195,0.5025010296615963,0.38022665512162956,0.39736340077406485,0.4997293778950457
50,0.8985909183239915,0.9325056124932195,1.0257787016589566,0.26079554729446525,0.2901330201414899,0.3090151947830993
51,0.9474687034253655,0.9432738336009576,1.0592517028268165,0.5201933694416007,0.5056565316606224,0.6196062376131427
52,0.940365757661102,0.9427686425779984,1.02673222013885,0.6453405630106313,0.6690794392319361,0.7384561065919587
53,0.3335281119078813,0.3120219146613829,0.47049384530554716,0.5740975651375313,0.5866422377283876,0.6023812181384887
54,0.8322990270838468,0.8512294367309496,0.8679669613987848,0.5802954276543777,0.6090676149970966,0.6414744251792475
55,0.44253887666842906,0.46322365639846197,0.5920161190478551,0.29763324825051163,0.316140257349759,0.3004912027938789
56,0.7254826555703726,0.7518974361313899,0.769365776928867,0.2515021107907681,0.2734618605394889,0.3089600330954626
57,0.36176165067200156,0.3726555283201937,0.40024202897005373,0.4223215232701283,0.41318863924824234,0.5139197412527549
58,0.8154579701662314,0.8582950511742854,0.9169535426669738,0.5634076104128161,0.59986458847245,0.6605281794589004
59,0.6836957314310214,0.7068138204058618,0.8010568485097691,0.1858174720204468,0.21746709328983538,0.21556702074460088
60,0.3479085570867391,0.3637064311312454,0.41184308881426207,0.5630887781845757,0.5753863496692989,0.5729547019510636
61,0.7618382020761618,0.8084575962987566,0.8116614228963942,0.34220527279620894,0.32360050988504707,0.4344240410893354
62,0.9287698520175254,0.9358014461895708,1.0491928431831279,0.22228005167291628,0.23031511086361578,0.2972690515862015
63,0.6952354982965812,0.7806518400269823,0.7746217825392927,0.3157379978845476,0.331670519902325,0.33962474581652735
64,0.33077824293648217,0.3754822159228921,0.31894501696346483,0.5002852195541383,0.5261876231536388,0.5424734661891031
65,0.6313212157461665,0.625479258837692,0.6937186579706243,0.29748200868338825,0.26772219703549793,0.3427476726584613
66,0.853143611851821,0.8835086223102591,0.9302907003196812,0.2859168491266098,0.25833362912751445,0.3292222405860862
67,0.6319436193110894,0.6270996675954437,0.621864045353059,0.3175116021503481,0.35524853603605877,0.37372895800233147
68,0.6306022823197766,0.6419101191523376,0.6768194731275314,0.3757267203243415,0.4049450702007849,0.32718669458650856
69,0.6352118720294828,0.6861837470239579,0.6020079792794372,0.476868893711922,0.492585697018482,0.511216206660989
70,0.44339939070847256,0.4295559951396402,0.5241277435274874,0.5359091146045857,0.5491052839120525,0.6652650286055202
71,0.33482775546645704,0.34369028108575933,0.3736702968982571,0.40926076903391906,0.40403455759789403,0.4443627477494714
72,0.928536746710412,0.9067750838737236,1.0346385465178736,0.37849889027854816,0.3856599506114638,0.3966385508062864
73,0.8899648187520413,0.9180598022765419,1.009949277691061,0.4483726521485337,0.49443086647153717,0.49774073999039886
74,0.735992042219886,0.792191569901686,0.7028167204100918,0.5759042786908715,0.5475747145054737,0.6052376737657649
75,0.49523060361662063,0.534211223844659,0.47837682206424653,0.30160503537946104,0.28961379403038573,0.31522049494140075
76,0.9354040373575152,0.9692297783321185,1.0750976810291524,0.3632238127919386,0.4001741121300312,0.4061365744695191
77,0.827386778335621,0.8566006954190938,0.7674112212014622,0.668278185635153,0.682260400356632,0.7498074093030658
78,0.851766391082801,0.8527504990754904,0.9141334503677745,0.48114315534915286,0.5154213875119963,0.5239267640406324
79,0.8857366065349539,0.9240169006125296,0.9891543493091802,0.5180082682280532,0.5447898826281458,0.5804468114434324
80,0.7505236654554734,0.7700079448348253,0.8242167892608928,0.463886773971005,0.4595953875980654,0.49572557991702176
81,0.8807357023266458,0.9012220675093956,0.9385629224778861,0.26061921860077264,0.3007253692797711,0.2797406954623483
82,0.48166564083741503,0.49598807542328993,0.4882931743228589,0.51521247418376,0.5202285119484578,0.6241124937078054
83,0.64769313362774,0.6630216580496204,0.7151238373650589,0.2887001927346141,0.2665927648045203,0.29626708930851703
84,0.6322885101820239,0.6698181059748879,0.5865021548032925,0.3120967626851847,0.2899113008654918,0.36341466828275637
85,0.8518209219323147,0.8547395471053421,0.9227337061395946,0.4873016657217891,0.5149597816328599,0.512188240141103
86,0.3516961980778407,0.3465594781496155,0.4290156286542339,0.48195888561717826,0.4889568446635857,0.5797616622524714
87,0.3276818045976493,0.28502548159619306,0.3576536158363582,0.4286198514680525,0.4459742800763768,0.5207925702618303
88,0.7152808085075048,0.7194725314575949,0.7532820229787195,0.4910104119628397,0.4740167479380018,0.6460879901635919
89,0.6705693311852974,0.7189981884888248,0.742513614398115,0.5810391445785401,0.5989790492359337,0.6246321114189358
90,0.836479054528779,0.8689140410528777,0.9128312039561675,0.5350703017967701,0.567931889235564,0.6408828765569725
91,0.7172942550290602,0.710557975852879,0.8249784295293914,0.4042785748759454,0.4216059847964101,0.4744225059321675
92,0.7720227385338383,0.8200515272600641,0.7941637667638771,0.5712794945641905,0.5905525835615626,0.581982196252901
93,0.5239275151657952,0.5438785946849569,0.6123279185625511,0.5740313545151091,0.5792335074578494,0.5976082634175212
94,0.5879603795768161,0.5718901586119314,0.7254016678279612,0.5473173421393176,0.5742592222546876,0.5949326324333475
95,0.6303021996852012,0.6320522426747448,0.7109666150096795,0.4559532863378143,0.4469770212424471,0.492453134842233
96,0.927564009213091,0.9784682237314973,0.976962629757795,0.6148188145037231,0.6355841681870816,0.7257657092249289
97,0.7316434262724281,0.747243154178971,0.8248153796769383,0.4968125178236319,0.5174667016764207,0.5282670326336028
98,0.8392750119756898,0.872657772617338,0.9518987627401366,0.31535861809557286,0.35286943351823336,0.38931237073361835
99,0.6041763749049391,0.6729750289871693,0.683534022143839,0.3258106415628841,0.3245965931764512,0.37003399936518705
100,0.6352298387158762,0.6846270405953792,0.7506506405113877,0.596711827880657,0.6425075786693857,0.6558569889416943
101,0.8371696020764239,0.8606415121982686,0.8834119782426133,0.4523857223320483,0.4566119135147363,0.5494187695221782
102,0.7740560348078545,0.8054156505939934,0.7759040922834534,0.37913312780644187,0.40193996825984074,0.4688773560050618
103,0.8733511851080344,0.9189584648782071,0.9815770044739174,0.39319174055723544,0.41696129514324853,0.4503989215840941
104,0.9453142801175223,0.9319067676164373,0.9641508274881664,0.524070048177206,0.5664289740952562,0.5881530643477598
105,0.5082023510825229,0.5592182246467158,0.577728884700458,0.5907260754996714,0.6104653144697733,0.6849642606683977
106,0.9275159936503423,0.9490683866383017,0.9598051442260815,0.40797005162892597,0.4300429533962965,0.48784394276089715
107,0.4786508755933695,0.5118284800452302,0.5435407669762818,0.2169264137518232,0.2115207843519734,0.2726410752014099
108,0.8597415712068435,0.907552676833725,0.9549645322736934,0.2855684452278813,0.28040316095452367,0.2976884334815356
109,0.9085166086728216,0.8975767646132812,1.0049765386851415,0.5581269675938769,0.5962027640277687,0.6792159637068228
110,0.7672192372172795,0.7746292451673806,0.8318111172590764,0.5100936000679864,0.5329188296103577,0.5036578659137507
111,0.4022712477435068,0.39871920698042784,0.46021117462032063,0.5330195434815769,0.5404485398877836,0.5621605609140548
112,0.7150750421995901,0.749907808247602,0.7261104474991764,0.5155708207557809,0.519969617641358,0.5313709521763721
113,0.7836314830195131,0.7771801644346671,0.8634372307334592,0.2670054445102551,0.26502197025369506,0.34458273852736554
114,0.45849863908688826,0.4885218523164453,0.4463823168584068,0.5823249371884432,0.5818182077023739,0.6616112805701184
115,0.3273407957142072,0.30383479009886977,0.40639653392491537,0.22329907676000288,0.25423979559999504,0.25240147713648053
116,0.5778092068610803,0.633087429692946,0.5402977092873146,0.6630135629303774,0.6493357587595715,0.7417587773249869
117,0.7758341669989477,0.7581923734958775,0.7674227752485293,0.44523491083814437,0.5197022620883507,0.44894219223758736
118,0.5643564469849687,0.5811349529195647,0.5903137453984125,0.6349338108855744,0.6773145134762543,0.6696081102648829
119,0.5034596160488398,0.5336534019578638,0.4846735823465799,0.46751062978525937,0.47772672235353547,0.5701005016322014
120,0.3824928297994853,0.40916452900144157,0.369577381090778,0.4432108945953709,0.48165198549644095,0.5368142862898058
121,0.3673339804442438,0.35855622262034026,0.3272897636912478,0.548392167936252,0.5634472070808735,0.622237163027859
122,0.8118681643524255,0.8107393536415272,0.9231131201243588,0.30199445201799446,0.33340264638745754,0.28098787248555984
123,0.7350850374063533,0.737260800355783,0.8255161325513183,0.34946005380499934,0.3781156396516194,0.4025402951218235
124,0.6550391468019754,0.6742498648867349,0.8237754877668377,0.5365413721037793,0.5793384935669262,0.6211932325980205
125,0.888096140281804,0.8719150693064563,1.006325152696613,0.3969321572402407,0.427006537792725,0.4943196148796477
126,0.37147179523137863,0.36727394983029693,0.3596084819530843,0.5501435476986091,0.5596512197095401,0.6398502246744094
127,0.4375867107481617,0.42939158678799294,0.48074027928477686,0.4840178380181145,0.48316935361625374,0.5835386623836119
128,0.4164513480089171,0.43746978557983884,0.488905168779558,0.6057450452295996,0.6466889355762273,0.6642853226165616
129,0.6862475258185894,0.6758290246391291,0.8148967262360572,0.37327529927530495,0.3777463680219358,0.3207945026875236
130,0.5071937395664622,0.5120655271673707,0.5398897593268582,0.3260611703579626,0.3149685315689945,0.4440721594811748
131,0.9437871396455384,0.950906728065224,1.0289689866490186,0.28778238514955967,0.2819029652077748,0.3274932074899237
132,0.3537980780073086,0.36092813014404973,0.4274822738071169,0.2575473606962064,0.27603274371845404,0.3048757031653365
133,0.46167275239767336,0.4730237294132399,0.5695183221835589,0.4340649960609755,0.4680683819364314,0.5488256572201216
134,0.47993971504679894,0.5015513674965927,0.4825599921350666,0.3800124218998309,0.41262130952313647,0.44593868638016987
135,0.5011908510484924,0.5556365542357173,0.5705280295123619,0.18132107974571401,0.1851690871572317,0.2141450464244568
136,0.8407964416774589,0.8444747051185916,0.9113019845155286,0.1801898392660703,0.16915032786303913,0.15842493108518707
137,0.32736712505836285,0.32270920744666426,0.3139727283157918,0.21071341821115624,0.21156352155930758,0.24328093217757923
138,0.5113139507267019,0.49234108685396744,0.4892081391888663,0.258160641929461,0.26608123455828586,0.2703284324670594
139,0.6771381844066074,0.656665402125084,0.7264806091491451,0.33240897842293193,0.3151088044405445,0.3938432849995293
140,0.4101102170120787,0.39388248083445215,0.4106160397238838,0.6231803823263814,0.6448316506074077,0.6819204276854203
141,0.49807544651392305,0.48862951192521387,0.5744282728053786,0.1785522919740904,0.19559386804772347,0.16972730078251513
142,0.7438910158507703,0.7902275809914299,0.7709021982416248,0.20319203494607213,0.2323352995718955,0.18416520201419948
143,0.726218991286649,0.7236288125836124,0.7687192157148142,0.5574009820051038,0.5453120244633437,0.6329420178553754
144,0.7820983060910043,0.767379600103218,0.90108553059169,0.33779844007420823,0.3378596288075311,0.3422301228329604
145,0.3980209872098182,0.44394080291615684,0.4343066283544597,0.6337357259265612,0.6418126862838289,0.704604916414753
146,0.4287396375562661,0.3941157730668645,0.5503614932633731,0.3980411111174714,0.40116467074105927,0.4183730712682121
147,0.4134693755662733,0.4159522397384908,0.45980658506378197,0.601719310564124,0.6318543336118464,0.6798737843991961
148,0.6719199114599025,0.6740311555635086,0.6747558793816281,0.594125017159022,0.5802275929295904,0.6305646545345056
149,0.6358968876951305,0.6230016617724681,0.6715552013799257,0.6188078404483212,0.6336268072552289,0.7232335028440755
150,0.39752612746936233,0.404724049281075,0.5043490495634577,0.34161811273371473,0.36364348706180305,0.38096917865460633
151,0.5199680407742981,0.5542297281051738,0.533748451628588,0.4905702336471701,0.5011752699303779,0.5364206605165798
152,0.3463096811377767,0.32009330675235825,0.42650511721621215,0.5001881081393189,0.5103876264455984,0.5607331592203795
153,0.5874815009506871,0.6211323518512946,0.5658169307652919,0.6649788700161411,0.6946775700846335,0.7033659625046063
154,0.43430698689549396,0.46633850972522195,0.5152385841661233,0.5931759333623323,0.6207386147156584,0.6928297974159644
155,0.8634780383046652,0.8751155347856104,0.8985941163321186,0.5559825284092499,0.5569315959423492,0.5858594252726728
156,0.7753010000220406,0.7882606568944611,0.8574525998116412,0.4904132388513138,0.517809081327218,0.568334958165134
157,0.6895727583764935,0.6890843423951349,0.7385356026708134,0.4426715763066491,0.4350329034708365,0.5335899671196783
158,0.8661293010358446,0.8288721602565163,0.9072644115829122,0.1910527995606437,0.21629145866981697,0.1718991056031421
159,0.936345356472597,0.9300151580430029,0.9855998548105189,0.5290433997873105,0.5439705428756133,0.6414377485297139
160,0.8391000471910806,0.8553452153374469,0.8258489250031307,0.3256166054240939,0.335372223059466,0.34743443646547223
