algorithm,seed,HF_calls,HV,IGD_plus
MF-BCL-SAEA,4,200,0.9097257735463716,0.004006072868856774
MF-BCL-SAEA,5,20,0.6806874292478254,0.04250631204208334
MF-BCL-SAEA,5,30,0.731999599824568,0.03177159975303352
MF-BCL-SAEA,5,40,0.7758416007391576,0.02443084129719615
MF-BCL-SAEA,5,50,0.8089689381330751,0.018351716068037965
MF-BCL-SAEA,5,60,0.8315688443327921,0.013885642966880767
MF-BCL-SAEA,5,70,0.8532008848011822,0.011608626228406783
MF-BCL-SAEA,5,80,0.8666237658224283,0.009089644932313954
MF-BCL-SAEA,5,90,0.8812140372104637,0.006415555436589554
MF-BCL-SAEA,5,100,0.8899577025786876,0.006785365877204569
MF-BCL-SAEA,5,110,0.8945516665977051,0.006258657530396295
MF-BCL-SAEA,5,120,0.8972438523358951,0.0058078912122557546
MF-BCL-SAEA,5,130,0.900392683760275,0.004430267378104006
MF-BCL-SAEA,5,140,0.9039591652482182,0.003862097585404467
MF-BCL-SAEA,5,150,0.9115070667912776,0.004641043418969287
MF-BCL-SAEA,5,160,0.9121497537471501,0.004363512661271304
MF-BCL-SAEA,5,170,0.9093161612877636,0.003939596861526089
MF-BCL-SAEA,5,180,0.9137280920135241,0.003609643486965274
MF-BCL-SAEA,5,190,0.913889417674956,0.0036369385041972496
MF-BCL-SAEA,5,200,0.9164037709345833,0.004074915778641772
MF-BCL-SAEA,6,20,0.6817832898702351,0.042785326377829405
MF-BCL-SAEA,6,30,0.7366425668273423,0.032190883266083443
MF-BCL-SAEA,6,40,0.778839483340847,0.024355933608800853
MF-BCL-SAEA,6,50,0.8097311498766816,0.018406294952366058
MF-BCL-SAEA,6,60,0.8314393886460894,0.01375750150219277
MF-BCL-SAEA,6,70,0.8568792215720222,0.010717274368085136
MF-BCL-SAEA,6,80,0.867437397499805,0.009188493107617001
MF-BCL-SAEA,6,90,0.8804450592980579,0.007535617151037914
MF-BCL-SAEA,6,100,0.8904470368707288,0.007055479118855906
MF-BCL-SAEA,6,110,0.8906569220272571,0.005581591151412523
MF-BCL-SAEA,6,120,0.8924440947740594,0.00495079065654047
MF-BCL-SAEA,6,130,0.895187430952982,0.004997957491183524
MF-BCL-SAEA,6,140,0.9067445633185505,0.004138223512577918
MF-BCL-SAEA,6,150,0.9075480289252453,0.00425834997778676
MF-BCL-SAEA,6,160,0.9078020540931121,0.003952069141215334
MF-BCL-SAEA,6,170,0.9130322395839625,0.00386750107241141
MF-BCL-SAEA,6,180,0.9133515371009522,0.0035270385307777786
MF-BCL-SAEA,6,190,0.9166748960227783,0.004174495754471553
MF-BCL-SAEA,6,200,0.9089405934876903,0.0033516659662642077
MF-BCL-SAEA,7,20,0.6815558702805276,0.0436166137316497
MF-BCL-SAEA,7,30,0.7338508513720631,0.03302274217113474
MF-BCL-SAEA,7,40,0.7792396918579402,0.024679286056846255
MF-BCL-SAEA,7,50,0.8084965698276803,0.018461135935516078
MF-BCL-SAEA,7,60,0.830836570721304,0.014181575894545806
MF-BCL-SAEA,7,70,0.8521009289808661,0.011813286874747001
MF-BCL-SAEA,7,80,0.8670581940156121,0.008936930830830258
MF-BCL-SAEA,7,90,0.8785850670217344,0.007619077788823552
MF-BCL-SAEA,7,100,0.8901473476863074,0.006511990644251187
MF-BCL-SAEA,7,110,0.8942822608739159,0.006338383473211546
MF-BCL-SAEA,7,120,0.8965106696794205,0.004687846904100157
MF-BCL-SAEA,7,130,0.9040328582272276,0.00417083933340615
MF-BCL-SAEA,7,140,0.9044994156434242,0.003876858645075125
MF-BCL-SAEA,7,150,0.9103263770797893,0.004010668697119744
MF-BCL-SAEA,7,160,0.9114541091284403,0.00425643631774472
MF-BCL-SAEA,7,170,0.9106484874595103,0.0038833166136515163
MF-BCL-SAEA,7,180,0.9144904877685075,0.003969347408999951
MF-BCL-SAEA,7,190,0.9116875159570953,0.0035711167735823376
MF-BCL-SAEA,7,200,0.9101500157093065,0.003655008006579695
MF-BCL-SAEA,8,20,0.6817115795303454,0.043399262101640586
MF-BCL-SAEA,8,30,0.7348032042694307,0.032569624099919696
MF-BCL-SAEA,8,40,0.7754734339414721,0.024203430382014834
MF-BCL-SAEA,8,50,0.8076787328509712,0.018139840078392477
MF-BCL-SAEA,8,60,0.8310052300454036,0.01462934132973857
MF-BCL-SAEA,8,70,0.8488075760263761,0.0109637876891815
MF-BCL-SAEA,8,80,0.8677696955328454,0.00959506836114953
MF-BCL-SAEA,8,90,0.8822310347753883,0.0080410177451396
MF-BCL-SAEA,8,100,0.8874380066756286,0.0058877656318631275
MF-BCL-SAEA,8,110,0.8944624516201797,0.005256952990078541
MF-BCL-SAEA,8,120,0.8978832228713072,0.005382500356358957
MF-BCL-SAEA,8,130,0.9035026959088531,0.005214876216316822
MF-BCL-SAEA,8,140,0.9019507748444814,0.004557399758156245
MF-BCL-SAEA,8,150,0.9058296138525241,0.0037981992453072983
MF-BCL-SAEA,8,160,0.9104622873360494,0.0036655253385994577
MF-BCL-SAEA,8,170,0.907831414424626,0.003389422537846562
MF-BCL-SAEA,8,180,0.9122248484343308,0.004087519070433952
MF-BCL-SAEA,8,190,0.9114551487089604,0.004209698990048086
MF-BCL-SAEA,8,200,0.9126978406013978,0.003306965264381714
MF-BCL-SAEA,9,20,0.680969110133183,0.04325519234456961
MF-BCL-SAEA,9,30,0.7339011775839175,0.03278866108772202
MF-BCL-SAEA,9,40,0.7760443216873125,0.023634257236229167
MF-BCL-SAEA,9,50,0.8067199889166318,0.017732733169852098
MF-BCL-SAEA,9,60,0.8351633513839889,0.013092333872398271
MF-BCL-SAEA,9,70,0.853369332734252,0.011128158335894867
MF-BCL-SAEA,9,80,0.8703972114387085,0.008874870245212902
MF-BCL-SAEA,9,90,0.8826192246613778,0.007561979618822025
MF-BCL-SAEA,9,100,0.8856456442142603,0.006279320219761967
MF-BCL-SAEA,9,110,0.8943539652048524,0.005938113579559978
MF-BCL-SAEA,9,120,0.8999872861531942,0.004833871725709906
MF-BCL-SAEA,9,130,0.9072914745354561,0.004662174679228517
MF-BCL-SAEA,9,140,0.9093555703649169,0.0034415998953526193
MF-BCL-SAEA,9,150,0.911593650603707,0.004183664031956184
MF-BCL-SAEA,9,160,0.9111155035380002,0.004364955618969033
MF-BCL-SAEA,9,170,0.9117931734245374,0.003995046914601002
MF-BCL-SAEA,9,180,0.910757345678757,0.0040437453666600995
MF-BCL-SAEA,9,190,0.9132855373211166,0.003883287710419287
MF-BCL-SAEA,9,200,0.9181225920519624,0.003889171189427521
MF-BCL-SAEA,10,20,0.6771778105799562,0.042738809392479364
MF-BCL-SAEA,10,30,0.7354042429085534,0.03170162502796584
MF-BCL-SAEA,10,40,0.7750491163981343,0.024391031958864065
MF-BCL-SAEA,10,50,0.8129016623508303,0.018342770689390418
MF-BCL-SAEA,10,60,0.830804543517524,0.014585739688839786
MF-BCL-SAEA,10,70,0.8524312105050177,0.011488076638089194
MF-BCL-SAEA,10,80,0.8673892687814003,0.009167004749992548
MF-BCL-SAEA,10,90,0.8809261027059909,0.007581438459625401
MF-BCL-SAEA,10,100,0.8899191630613696,0.006682265304838667
MF-BCL-SAEA,10,110,0.8942437541753279,0.005814058737748039
MF-BCL-SAEA,10,120,0.9029763311505116,0.005165441800394311
MF-BCL-SAEA,10,130,0.9017353902143666,0.004644527358280977
MF-BCL-SAEA,10,140,0.9067849065362157,0.004389697479886503
MF-BCL-SAEA,10,150,0.9096466906034749,0.004261008125488606
MF-BCL-SAEA,10,160,0.909887641582344,0.003702974582575437
MF-BCL-SAEA,10,170,0.9101326397957041,0.003744070870618433
MF-BCL-SAEA,10,180,0.9121611259191229,0.003688501746908492
MF-BCL-SAEA,10,190,0.9127246270233297,0.004005701856558192
MF-BCL-SAEA,10,200,0.9116252335147603,0.003501507340439607
MF-BCL-SAEA,11,20,0.6875911838853376,0.04315043211638861
MF-BCL-SAEA,11,30,0.734304276009066,0.03241406593273591
MF-BCL-SAEA,11,40,0.779615237138566,0.024098106883562714
MF-BCL-SAEA,11,50,0.814319014388694,0.018752594369067004
MF-BCL-SAEA,11,60,0.8329948695074321,0.01432083306318496
MF-BCL-SAEA,11,70,0.856639627791709,0.011608780421492068
MF-BCL-SAEA,11,80,0.8728338607083113,0.008519541921208539
MF-BCL-SAEA,11,90,0.8868282467062982,0.00796274536078809
MF-BCL-SAEA,11,100,0.8880361615092076,0.0060682204709698985
MF-BCL-SAEA,11,110,0.9025740266479868,0.005589520479857051
MF-BCL-SAEA,11,120,0.9015215966743559,0.005557882612670598
MF-BCL-SAEA,11,130,0.9024031143564417,0.003718109169844931
MF-BCL-SAEA,11,140,0.9109503498735744,0.005152427038644998
MF-BCL-SAEA,11,150,0.9147830401492641,0.004071589598511375
MF-BCL-SAEA,11,160,0.9152295948558207,0.004135129009550873
MF-BCL-SAEA,11,170,0.9163815595771664,0.004010811244219193
MF-BCL-SAEA,11,180,0.9191532094410529,0.0032675179805738887
MF-BCL-SAEA,11,190,0.9168837885497286,0.003777577554467443
MF-BCL-SAEA,11,200,0.9191601259699766,0.003672004087857253
MF-BCL-SAEA,12,20,0.6815362580171475,0.04332928929220434
MF-BCL-SAEA,12,30,0.7351270236191693,0.032048802112830774
MF-BCL-SAEA,12,40,0.7816567037844235,0.024202865286164672
MF-BCL-SAEA,12,50,0.8074300771736438,0.017888783218186294
MF-BCL-SAEA,12,60,0.8375171865967153,0.014360214326345953
MF-BCL-SAEA,12,70,0.8548714708279618,0.010956549004974232
MF-BCL-SAEA,12,80,0.8716881875355743,0.008971074849790489
MF-BCL-SAEA,12,90,0.8819616619638526,0.007895129944374907
MF-BCL-SAEA,12,100,0.8906802139060067,0.006729586658779823
MF-BCL-SAEA,12,110,0.8921709323241092,0.005390641767800189
MF-BCL-SAEA,12,120,0.9005587470989793,0.005230636314168558
MF-BCL-SAEA,12,130,0.9020545413438639,0.004770305140953048
MF-BCL-SAEA,12,140,0.9074560099436074,0.004400666179464552
MF-BCL-SAEA,12,150,0.9063577505584127,0.0038238287654099663
MF-BCL-SAEA,12,160,0.9069346144175784,0.004105394873706162
MF-BCL-SAEA,12,170,0.917352165144552,0.003944873619235904
MF-BCL-SAEA,12,180,0.9138182772394473,0.0032232568003510795
MF-BCL-SAEA,12,190,0.9154354493410001,0.0042124715647805944
MF-BCL-SAEA,12,200,0.9118187065371426,0.003326566103408772
MF-BCL-SAEA,13,20,0.6828590575095408,0.04388315262517085
MF-BCL-SAEA,13,30,0.7337856411263364,0.03179749019571103
MF-BCL-SAEA,13,40,0.779188108393585,0.024172451325950493
MF-BCL-SAEA,13,50,0.8084761229860582,0.0182095879424665
MF-BCL-SAEA,13,60,0.8355555817150935,0.014207441419486913
MF-BCL-SAEA,13,70,0.858104125780822,0.011793520438922508
MF-BCL-SAEA,13,80,0.8704749274597785,0.009218322115916612
MF-BCL-SAEA,13,90,0.8808368556720808,0.00775145448051293
MF-BCL-SAEA,13,100,0.8908210470445442,0.006181941705089742
MF-BCL-SAEA,13,110,0.9014237745386977,0.00537188936639056
MF-BCL-SAEA,13,120,0.901413373334667,0.005702936645175869
MF-BCL-SAEA,13,130,0.9074907222308697,0.004810214314745857
MF-BCL-SAEA,13,140,0.9104638386704292,0.004158609472340738
MF-BCL-SAEA,13,150,0.9143032239694805,0.003701074168380386
MF-BCL-SAEA,13,160,0.9137645005232853,0.0036942172298091163
MF-BCL-SAEA,13,170,0.9149050461820413,0.0038701396928856927
MF-BCL-SAEA,13,180,0.9201212501309062,0.004261765668189556
MF-BCL-SAEA,13,190,0.9164317997449729,0.003373751258218238
MF-BCL-SAEA,13,200,0.9189610386360716,0.003502186310935534
MF-BCL-SAEA,14,20,0.6828523423430238,0.04351412027285049
MF-BCL-SAEA,14,30,0.7379809442545681,0.03206707546009733
MF-BCL-SAEA,14,40,0.7784684484531273,0.024411421778190733
MF-BCL-SAEA,14,50,0.8058009755778963,0.018284545322373853
MF-BCL-SAEA,14,60,0.8367811465750196,0.015069253831160395
MF-BCL-SAEA,14,70,0.8534706825282679,0.011510406942372925
MF-BCL-SAEA,14,80,0.8629297944278278,0.008677375270753605
MF-BCL-SAEA,14,90,0.8791515086952894,0.007403147590755114
MF-BCL-SAEA,14,100,0.8859177744725829,0.0063882816809107965
MF-BCL-SAEA,14,110,0.8913247038287746,0.005039760288090109
MF-BCL-SAEA,14,120,0.8996648397290504,0.005330165287549307
MF-BCL-SAEA,14,130,0.9039399214954605,0.004835667819759063
MF-BCL-SAEA,14,140,0.9063316775250873,0.004018731219159654
MF-BCL-SAEA,14,150,0.9108533848629291,0.004109838968604345
MF-BCL-SAEA,14,160,0.9078486868692714,0.004371397978838287
MF-BCL-SAEA,14,170,0.9072258484586111,0.003653863355905409
MF-BCL-SAEA,14,180,0.9145725591134127,0.003560826608191956
MF-BCL-SAEA,14,190,0.9068209337921729,0.00325978112336495
MF-BCL-SAEA,14,200,0.9106188594234809,0.0032787355184731286
MF-BCL-SAEA,15,20,0.6783977355714668,0.04337543155559506
MF-BCL-SAEA,15,30,0.7310613461299843,0.03243376245940516
MF-BCL-SAEA,15,40,0.7773711473734705,0.0237777105398982
MF-BCL-SAEA,15,50,0.8119827664744488,0.017861239747736207
MF-BCL-SAEA,15,60,0.8365176128194548,0.014828023977505272
MF-BCL-SAEA,15,70,0.8552396144846423,0.010905207079381753
MF-BCL-SAEA,15,80,0.8692784371616172,0.009508598935437465
MF-BCL-SAEA,15,90,0.87677343430966,0.0074340008914637705
MF-BCL-SAEA,15,100,0.8864503364815812,0.006143108655449629
MF-BCL-SAEA,15,110,0.895526290317081,0.005889265017588809
MF-BCL-SAEA,15,120,0.9008459096153487,0.005246053279836036
MF-BCL-SAEA,15,130,0.904772570915842,0.004853780016406402
MF-BCL-SAEA,15,140,0.9075088842412987,0.004051853453453294
MF-BCL-SAEA,15,150,0.9073589706007054,0.0044824743335626326
MF-BCL-SAEA,15,160,0.9105995502043357,0.003981770469526309
MF-BCL-SAEA,15,170,0.9143133822385809,0.003961237168325269
MF-BCL-SAEA,15,180,0.9148823413066911,0.004028624696303319
MF-BCL-SAEA,15,190,0.9126090458665491,0.004075268195520464
MF-BCL-SAEA,15,200,0.912636865860671,0.004069794645149329
MF-BCL-SAEA,16,20,0.68039675037447,0.043599859966485355
MF-BCL-SAEA,16,30,0.735434214310145,0.032279035146982875
MF-BCL-SAEA,16,40,0.778815643223724,0.02468259520180052
MF-BCL-SAEA,16,50,0.809237236339998,0.01887592216446545
MF-BCL-SAEA,16,60,0.8356740414236115,0.013736274124721077
MF-BCL-SAEA,16,70,0.8562843091114719,0.010316730796983281
MF-BCL-SAEA,16,80,0.8671358541836549,0.009226433720599761
MF-BCL-SAEA,16,90,0.8822101177241888,0.007537041627490234
MF-BCL-SAEA,16,100,0.8892067477398301,0.006303781336644615
MF-BCL-SAEA,16,110,0.8957050316605013,0.005317272249439522
MF-BCL-SAEA,16,120,0.9031700917653475,0.005213606223478445
MF-BCL-SAEA,16,130,0.9050013558400705,0.0046623060369484935
MF-BCL-SAEA,16,140,0.9055101274219656,0.004732949151698147
MF-BCL-SAEA,16,150,0.906527455097368,0.0036712753028502712
MF-BCL-SAEA,16,160,0.9139673703890812,0.0045174516116300726
MF-BCL-SAEA,16,170,0.9137797700290446,0.00400055762830878
MF-BCL-SAEA,16,180,0.9136594549005039,0.0030848407094477195
MF-BCL-SAEA,16,190,0.9132617370189596,0.003461389321409245
MF-BCL-SAEA,16,200,0.9152042209886884,0.003624541238084194
MF-BCL-SAEA,17,20,0.6813774405643002,0.0434833006991502
MF-BCL-SAEA,17,30,0.7338577945084791,0.0317414158053452
MF-BCL-SAEA,17,40,0.7789508205980514,0.024097126640593148
MF-BCL-SAEA,17,50,0.803704444842162,0.017930055562809227
MF-BCL-SAEA,17,60,0.8367689586128307,0.014468025345176603
MF-BCL-SAEA,17,70,0.8550521354015168,0.01148424214435486
MF-BCL-SAEA,17,80,0.8696290208834909,0.009399368353890413
MF-BCL-SAEA,17,90,0.8846048108223046,0.007917533021572292
MF-BCL-SAEA,17,100,0.8896930763306244,0.006436625294711875
MF-BCL-SAEA,17,110,0.8952199763777432,0.0053377346531258635
MF-BCL-SAEA,17,120,0.9004896365917211,0.0046333254520472935
MF-BCL-SAEA,17,130,0.9055153172293494,0.005119238276755382
MF-BCL-SAEA,17,140,0.9080415294315993,0.004029619590474201
MF-BCL-SAEA,17,150,0.9088836135856435,0.0039033620059640037
MF-BCL-SAEA,17,160,0.9127995265768568,0.003686234487286668
MF-BCL-SAEA,17,170,0.9115710690472987,0.004230342488749026
MF-BCL-SAEA,17,180,0.9123647127115067,0.003774866741859359
MF-BCL-SAEA,17,190,0.9125686879140337,0.0038737926808468455
MF-BCL-SAEA,17,200,0.9180815104820989,0.003589390726023034
MF-BCL-SAEA,18,20,0.6820494835392815,0.043079064700027536
MF-BCL-SAEA,18,30,0.7366456018919456,0.03199092540767855
MF-BCL-SAEA,18,40,0.7763005906699803,0.024567743662782308
MF-BCL-SAEA,18,50,0.8127540287933768,0.01843428505953714
MF-BCL-SAEA,18,60,0.8362854597548186,0.013335329715770306
MF-BCL-SAEA,18,70,0.857314171767596,0.010780152627944049
MF-BCL-SAEA,18,80,0.8696408587055731,0.00949694638722151
MF-BCL-SAEA,18,90,0.8795221714781944,0.007328338423434416
MF-BCL-SAEA,18,100,0.8925178586547494,0.006437121808391345
MF-BCL-SAEA,18,110,0.8951970304719067,0.005405988482783751
MF-BCL-SAEA,18,120,0.8989210920681177,0.005366461704228766
MF-BCL-SAEA,18,130,0.903054989182162,0.004707713401629254
MF-BCL-SAEA,18,140,0.9066322386375968,0.0038535490824291615
MF-BCL-SAEA,18,150,0.9088018513399875,0.003992197678801639
MF-BCL-SAEA,18,160,0.9105366994531618,0.0046857560418135285
MF-BCL-SAEA,18,170,0.9141263160606846,0.0034003027533696796
MF-BCL-SAEA,18,180,0.9153294410582901,0.003904762829114585
MF-BCL-SAEA,18,190,0.9143581980363251,0.0034799974163551173
MF-BCL-SAEA,18,200,0.9157117298574968,0.0038802052002825252
MF-BCL-SAEA,19,20,0.6751135880557162,0.0430433315288174
MF-BCL-SAEA,19,30,0.7372460161460971,0.032098949653425246
MF-BCL-SAEA,19,40,0.7760224964033061,0.0244046961538667
MF-BCL-SAEA,19,50,0.8022723654691686,0.018447423949006784
MF-BCL-SAEA,19,60,0.8341869047908295,0.01482761861138845
MF-BCL-SAEA,19,70,0.8509127926586042,0.011812166594937081
MF-BCL-SAEA,19,80,0.8663705194917736,0.00906020822888731
MF-BCL-SAEA,19,90,0.8794845185433692,0.007578893552326959
MF-BCL-SAEA,19,100,0.8873868904883457,0.006028927282226546
MF-BCL-SAEA,19,110,0.8940698348721045,0.006177345750558666
MF-BCL-SAEA,19,120,0.9014459867235589,0.005376278289707855
MF-BCL-SAEA,19,130,0.9059344705788507,0.005223408544555075
MF-BCL-SAEA,19,140,0.9051773901570404,0.004887515404984753
MF-BCL-SAEA,19,150,0.907173198653792,0.004488748263250051
MF-BCL-SAEA,19,160,0.9113598898247728,0.004217724854759362
MF-BCL-SAEA,19,170,0.9100668312200028,0.0037771487217840923
MF-BCL-SAEA,19,180,0.9126526262982985,0.0036205822464858892
MF-BCL-SAEA,19,190,0.9086895115865733,0.0031722434421403295
MF-BCL-SAEA,19,200,0.9097094306446538,0.0028748337983035208
MF-BCL-SAEA,20,20,0.683718553011503,0.043148571800812746
MF-BCL-SAEA,20,30,0.7334771604704386,0.032401436929212796
MF-BCL-SAEA,20,40,0.7801872165765922,0.02444762397087925
MF-BCL-SAEA,20,50,0.8075823432706285,0.018130477183448908
MF-BCL-SAEA,20,60,0.8367287952952366,0.01452077122209
MF-BCL-SAEA,20,70,0.852430713155991,0.011139018143103141
MF-BCL-SAEA,20,80,0.8678015780520568,0.008962500246350306
MF-BCL-SAEA,20,90,0.8771527618305428,0.007220974121147928
MF-BCL-SAEA,20,100,0.8899138588078521,0.006676599325857343
MF-BCL-SAEA,20,110,0.8992228201390551,0.0062204456317693285
MF-BCL-SAEA,20,120,0.9017190713312502,0.006028165933422461
MF-BCL-SAEA,20,130,0.9039612581249638,0.004456604777064775
MF-BCL-SAEA,20,140,0.911970426939089,0.004498249295716101
MF-BCL-SAEA,20,150,0.91202564572675,0.004382626032662437
MF-BCL-SAEA,20,160,0.9129991890130723,0.0045535334547067855
MF-BCL-SAEA,20,170,0.9148248531480844,0.003572774595505943
MF-BCL-SAEA,20,180,0.9146089046645337,0.003851660712293853
MF-BCL-SAEA,20,190,0.9142459555290474,0.003211648404213696
MF-BCL-SAEA,20,200,0.9168226465777065,0.003622922015460827
MF-BCL-SAEA,21,20,0.6804882581461681,0.042305567495029214
MF-BCL-SAEA,21,30,0.7316014337222156,0.032273456586531996
MF-BCL-SAEA,21,40,0.7783049254439313,0.024173749600574033
MF-BCL-SAEA,21,50,0.8093862045352818,0.01776212501667662
MF-BCL-SAEA,21,60,0.835916790630197,0.014023319271037454
MF-BCL-SAEA,21,70,0.857682581694296,0.010962107111391858
MF-BCL-SAEA,21,80,0.8692470302354901,0.009226970975697937
MF-BCL-SAEA,21,90,0.8793602994810046,0.008119476129519885
MF-BCL-SAEA,21,100,0.889139566803336,0.0062194187468783396
MF-BCL-SAEA,21,110,0.8947928713696014,0.005933369525012654
MF-BCL-SAEA,21,120,0.8993745420817297,0.005975445726928831
MF-BCL-SAEA,21,130,0.9041388635951946,0.0043626557428372865
MF-BCL-SAEA,21,140,0.9079207328091786,0.004392233584862281
MF-BCL-SAEA,21,150,0.9084640264307081,0.004292782519426108
MF-BCL-SAEA,21,160,0.9117154920201914,0.0035921063138941206
MF-BCL-SAEA,21,170,0.918714188061544,0.0034925877922550993
MF-BCL-SAEA,21,180,0.911125546681364,0.004147417116154533
MF-BCL-SAEA,21,190,0.9137187611508626,0.003940000221961051
MF-BCL-SAEA,21,200,0.9145641983484246,0.0036447536270345807
MF-BCL-SAEA,22,20,0.68094287226738,0.04315273066622145
MF-BCL-SAEA,22,30,0.7338899891753252,0.032420865707716635
MF-BCL-SAEA,22,40,0.7802448179289666,0.024065112334154086
MF-BCL-SAEA,22,50,0.8107034891595699,0.018207544204562304
MF-BCL-SAEA,22,60,0.8359611441447703,0.013783247430679789
MF-BCL-SAEA,22,70,0.8597707462001166,0.01122856282546278
MF-BCL-SAEA,22,80,0.8694374925783931,0.009406015601388736
MF-BCL-SAEA,22,90,0.8829354893813094,0.0073795967285530326
MF-BCL-SAEA,22,100,0.8882958854834353,0.006281781000138238
MF-BCL-SAEA,22,110,0.8997876128396527,0.005819579953769095
MF-BCL-SAEA,22,120,0.9053793773865527,0.004775187806625723
