design_id,specimen,predicted_curvature_per_mm,observed_curvature_per_mm,predicted_pitch_mm,observed_pitch_mm,predicted_blocking_force_mN,observed_blocking_force_mN,centerline_shape_error
D07,2,0.8407015081344084,0.8212422371038395,2.875610660848627,2.9188674381910267,37.27090492788096,34.59928558920245,0.027081982838952523
D07,3,0.8407015081344084,0.8500153413098236,2.875610660848627,2.8735670037895047,37.27090492788096,36.361202115285465,0.06747294130579391
D07,4,0.8407015081344084,0.8358887347871699,2.875610660848627,2.88661248038761,37.27090492788096,41.197745957785244,0.0395300378812227
D07,5,0.8407015081344084,0.8485797059479281,2.875610660848627,2.861620110703786,37.27090492788096,38.78127726249838,0.03405235228507073
D08,1,0.7931343282576356,0.8205182377432189,2.7237938477538317,2.6733958454269793,52.660472490456314,51.6361699173395,0.023198999283406005
D08,2,0.7931343282576356,0.782741681843384,2.7237938477538317,2.785150402865663,52.660472490456314,49.827381243845146,0.03221653011059699
D08,3,0.7931343282576356,0.7707324100063465,2.7237938477538317,2.782978817797928,52.660472490456314,52.73739923009866,0.04583511414086041
D08,4,0.7931343282576356,0.8008291470586482,2.7237938477538317,2.7401443527023703,52.660472490456314,56.07470688866619,0.03816263873315215
D08,5,0.7931343282576356,0.8007989306903857,2.7237938477538317,2.7076014250812754,52.660472490456314,51.71480650374876,0.03770658842806942
D09,1,0.8078345708544725,0.8011818674202862,2.8825002269392566,2.888501383374138,48.001286380708244,49.414448946355655,0.04259848461294388
D09,2,0.8078345708544725,0.8082908996327569,2.8825002269392566,2.855130875394984,48.001286380708244,49.42459061638894,0.03817915908398763
D09,3,0.8078345708544725,0.8311715417333088,2.8825002269392566,2.988079510461697,48.001286380708244,48.70602806336869,0.03517140098382889
D09,4,0.8078345708544725,0.7897474922859724,2.8825002269392566,2.950692138710059,48.001286380708244,45.83869604791542,0.03412514575458035
D09,5,0.8078345708544725,0.7887024628083505,2.8825002269392566,3.004338785981707,48.001286380708244,45.96264280538107,0.023344855578546188
D10,1,0.8454216770932852,0.8453400001005106,2.4500721424668876,2.357531415490415,43.92006882671524,40.28368402947924,0.04732202438879335
D10,2,0.8454216770932852,0.8478078188005763,2.4500721424668876,2.4991221736682454,43.92006882671524,44.49741219862383,0.056243903432436036
D10,3,0.8454216770932852,0.8547458857611984,2.4500721424668876,2.435359609385898,43.92006882671524,44.682199488049214,0.05267142507295224
D10,4,0.8454216770932852,0.8655785448926427,2.4500721424668876,2.4030852453883593,43.92006882671524,45.42281868049349,0.016699747002762076
D10,5,0.8454216770932852,0.8654418345750203,2.4500721424668876,2.38599067775941,43.92006882671524,45.3525509772578,0.04935765292972423
D11,1,0.8459199697042658,0.8427066450735042,2.590948255670277,2.593195364983988,34.24535152785586,33.60309573017164,0.04121926904362147
D11,2,0.8459199697042658,0.8484082499284675,2.590948255670277,2.5169644968430136,34.24535152785586,36.19412964450957,0.05197536533318776
D11,3,0.8459199697042658,0.8657912197844105,2.590948255670277,2.5784916055678986,34.24535152785586,31.300294456879726,0.02907993824900832
D11,4,0.8459199697042658,0.8459044778564958,2.590948255670277,2.548674372722967,34.24535152785586,35.67680057625221,0.03746706256790366
D11,5,0.8459199697042658,0.866348168966199,2.590948255670277,2.661343676176843,34.24535152785586,33.76179747961625,0.0590017209488453
D12,1,0.7962930978652546,0.7797804615658771,2.7865151028388238,2.8194158901023925,42.4947025524634,41.48346000141023,0.051080750168995326
D12,2,0.7962930978652546,0.797072510398826,2.7865151028388238,2.7661665187532822,42.4947025524634,40.277601735983176,0.022733350161025068
D12,3,0.7962930978652546,0.7793916552772739,2.7865151028388238,2.704993139886524,42.4947025524634,40.334864510281534,0.041066865369454295
D12,4,0.7962930978652546,0.8129581411469817,2.7865151028388238,2.80246957910472,42.4947025524634,42.767042996954295,0.04646105056537701
D12,5,0.7962930978652546,0.7965273735995306,2.7865151028388238,2.747789785341566,42.4947025524634,39.88323813614841,0.03326705269866917
