seed,algorithm,HV,IGD_plus,epsilon_indicator,spacing,HF_calls_to_90pct_oracle_HV,wall_time_h,feasible_fraction,failed_evaluation_fraction,HF_budget
2,MOEA/D-GP,0.8539494603363013,0.009933923667672668,0.024773951484627254,0.01750758604602613,200,19.192896597234736,0.856744968288532,0.07270307726960452,200
2,SMS-EGO,0.8376760401536002,0.015886993786459216,0.029282877206757277,0.018888609275333708,200,18.679264686999748,0.8424827915466797,0.07663790285090019,200
2,ParEGO,0.8259412500987451,0.020975846771325978,0.030693245254376104,0.02056798653109682,189,17.77085449050055,0.835305293455969,0.08699127927132125,200
2,HF-NSGA-II,0.8117857872004984,0.0201233964822325,0.0362601764367332,0.021346373884660038,200,19.76574418381927,0.8114520340340726,0.10322782774899743,200
3,MF-BCL-SAEA,0.913156873825425,0.004805179868349131,0.011613780790718554,0.008688810184245317,101,14.354839233579089,0.9301926289359497,0.025862680579736584,200
3,MF-EMTO,0.8796956152292543,0.009689792479821404,0.021171487018365007,0.014399272786384119,132,17.774859724646245,0.9275217963064406,0.04960463734210803,200
3,qNEHVI,0.8759071664489718,0.010042057375955352,0.018459026440634442,0.014624785112867765,156,17.90455437950233,0.9075080424613713,0.0492565803576498,200
3,LC-SAEA,0.8741484398827987,0.007279685590180848,0.02155247737855578,0.013074426058693763,170,16.534018111914413,0.8910909256606699,0.05922850357267889,200
3,C-SAEA,0.8596982734176547,0.0105324088979897,0.024144253292160217,0.016101057548724526,184,16.204149761496947,0.8979873304247129,0.07382484901930463,200
3,MOEA/D-GP,0.852422822719217,0.0116478555702751,0.02590030511143583,0.01638788750197892,185,18.218107557633967,0.8711371568365794,0.062410668166304174,200
3,SMS-EGO,0.8246037964392174,0.026564701882378323,0.0319605312004777,0.020119915390442427,191,17.346832808370934,0.8401659563872504,0.09124813265699956,200
3,ParEGO,0.8291646885374465,0.01645177447689179,0.03075244891142126,0.019861201599083292,200,18.46054293640167,0.8381715848781899,0.09502450789629134,200
3,HF-NSGA-II,0.8311427051111305,0.0006030308202412653,0.030953579341560806,0.020780451141437215,200,20.075050805891994,0.8205324061277203,0.10747042960736851,200
4,MF-BCL-SAEA,0.9121497374423347,0.005603698117554449,0.012966807464332864,0.010189753096229293,114,14.581604318305777,0.9475460066571506,0.011753826428161035,200
4,MF-EMTO,0.8856702231050012,0.005950188516381406,0.016777125862277927,0.012708202569669527,139,17.548007091160372,0.9093083108929934,0.04630142422118032,200
4,qNEHVI,0.8648684699462104,0.015782969783150136,0.02379412904545914,0.014625503388132167,146,18.101601572645997,0.8836923261700581,0.053944640066452894,200
4,LC-SAEA,0.8791534157501126,0.003976638406917685,0.01972404925337584,0.014324193360142646,178,16.533545522632835,0.882684991947389,0.05933823850124643,200
4,C-SAEA,0.8596098605279469,0.01102142137057006,0.023588983471766963,0.0165841433798863,175,16.34325541329722,0.8701962093481331,0.07070769404497848,200
4,MOEA/D-GP,0.8573329724495626,0.0058934818478561645,0.024027874157705464,0.01643366168804151,181,18.23924039226451,0.8596895150249181,0.07844177529630288,200
4,SMS-EGO,0.846439819897974,0.010271247636934395,0.02681948384975931,0.016965131993202615,185,17.69723834229484,0.850471297729871,0.08849152977158921,200
4,ParEGO,0.8338160004580807,0.01132264318399648,0.02921885681125789,0.020042741316350896,185,18.610409236464285,0.856654224047837,0.09033251299386351,200
4,HF-NSGA-II,0.8215813476386165,0.009311464753992913,0.030418708366214586,0.02099909354698766,200,19.280051667936277,0.833871175722715,0.10657563131275574,200
5,MF-BCL-SAEA,0.912290368561884,0.005086150816170795,0.010981879564008316,0.009973415894108304,96,14.577731362414262,0.940143707568095,0.033245934115032606,200
5,MF-EMTO,0.8832911739561561,0.007251126480969479,0.01868872652833787,0.012568331274232248,151,19.189553444656912,0.8938305761876864,0.055915958743544616,200
5,qNEHVI,0.8835220901768697,0.005367611245536379,0.016436007667919233,0.013111851611047769,165,18.47135355830546,0.9018177105941052,0.05162286846940328,200
5,LC-SAEA,0.8693808695611834,0.010148089285363,0.02261428262028837,0.013431357533275956,183,17.58858406891598,0.8880899071856456,0.05792251866304665,200
5,C-SAEA,0.8482956094778594,0.018124284645446565,0.02633735134406912,0.0178431439119196,200,17.24730383959343,0.8706089463362092,0.06800619113137066,200
5,MOEA/D-GP,0.855365437671237,0.009768416050805064,0.024883999027346785,0.017064008716434223,192,18.811738398026232,0.8529986814577318,0.06706323836963317,200
5,SMS-EGO,0.8434707334083416,0.01181035513195705,0.02685536133419979,0.01955294588331525,183,17.08072404499437,0.8445897162803633,0.08749467793869284,200
5,ParEGO,0.8055433686110869,0.03566869949075664,0.03692432599477555,0.0237691690563918,188,18.320194559084328,0.8450308307594091,0.09108273067555467,200
5,HF-NSGA-II,0.8027802543771694,0.027495991291020837,0.0372831908108466,0.02393644552171345,195,19.224782729321188,0.8229492866376849,0.10637335413309518,200
6,MF-BCL-SAEA,0.9252124104978612,0.0005,0.010033890179181998,0.007826003186515008,103,14.666123010720412,0.956961077223235,0.02606281447918401,200
6,MF-EMTO,0.8923433804931048,0.0031262049276195103,0.016100573925277046,0.011474727584861713,145,18.535329719372864,0.9164196209877913,0.05007415488314573,200
6,qNEHVI,0.8907512723853998,0.001527879897613547,0.016579066651492128,0.012344369211134331,163,18.506266289250988,0.9078161564740955,0.05224887756824316,200
6,LC-SAEA,0.8923435692783432,0.0005,0.01868034881778062,0.010126548179035088,185,17.80106840816248,0.9072080290806932,0.07661920246515201,200
6,C-SAEA,0.8621198641566057,0.008215534697636607,0.025902614589530394,0.016061456525503708,182,16.527663439214077,0.8626474918024127,0.0630972756284735,200
6,MOEA/D-GP,0.8686689863195107,0.0005,0.024204151883803,0.014359708186214994,167,17.350900635440752,0.8819419567068788,0.07520669878331668,200
6,SMS-EGO,0.8659093794408811,0.0005,0.022264508130499502,0.016116241915926467,200,18.161314135786235,0.8376484436317853,0.07885589007727344,200
6,ParEGO,0.847556000196323,0.002396184954755001,0.0252283599848711,0.017838262979999908,200,19.85874961628523,0.84409823088874,0.09271991033670529,200
6,HF-NSGA-II,0.8186540943091567,0.009562081863155027,0.03467794414944598,0.020226029311828996,194,18.584116653324244,0.826695136005447,0.10143139916391757,200
7,MF-BCL-SAEA,0.9170995277248591,0.001974284763895466,0.01234339341682204,0.010077002717189405,109,15.443854220512723,0.9382001068675256,0.030251039190677592,200
7,MF-EMTO,0.8915580435375249,0.0031098771030959667,0.0152802162752608,0.011618034961001302,139,17.935974755451326,0.9347576044731368,0.05092537194350153,200
7,qNEHVI,0.8796183434685492,0.007497139461452988,0.019251637419392217,0.013666613364856164,165,18.70276529258854,0.9247630116782974,0.040656378336658985,200
7,LC-SAEA,0.8638798063189558,0.013952379984685542,0.022660466133853818,0.01703977737653716,179,17.04895270239912,0.8821096010005736,0.07182877013646072,200
7,C-SAEA,0.860787847691141,0.009286629621397363,0.023109605347383412,0.015678190186802908,187,16.254316374606393,0.8576270159394381,0.06469999944480495,200
7,MOEA/D-GP,0.8569074132883407,0.007827844763422857,0.02391161441677896,0.016146453677351402,188,18.65120067985435,0.8486755664178521,0.0742690107467792,200
7,SMS-EGO,0.8582683618151968,0.0010697145800429503,0.02472601724255789,0.017123647795331334,187,17.03020077666071,0.841474090076878,0.09422430574676917,200
7,ParEGO,0.8324804644246618,0.011869955574685937,0.03139950639642709,0.020359418547603095,188,18.292796816732004,0.824729058097744,0.10569302727829477,200
7,HF-NSGA-II,0.8148459097463919,0.01579194150308271,0.03360262982625198,0.021221981293606064,200,20.13691240918203,0.8058496183772785,0.1006444154136572,200
8,MF-BCL-SAEA,0.9133202848832346,0.004973881929772156,0.01280184779836687,0.009441479743632825,99,13.992189917517432,0.9622608046754478,0.018115347516385712,200
8,MF-EMTO,0.8833101970999337,0.007975056152090798,0.018567740976729544,0.013653622417802824,140,18.600780855705597,0.926449467727635,0.05472671095986152,200
8,qNEHVI,0.8844589718935157,0.005347332166154647,0.01919384444217805,0.012571558440972888,149,17.89526099240565,0.9095611070506628,0.04349703904212933,200
8,LC-SAEA,0.8680963966145392,0.01133489267323888,0.02282859712283663,0.014265037658424825,182,17.698809438921437,0.8832870094875063,0.06555909408131214,200
8,C-SAEA,0.8512966260107515,0.01575042826271573,0.027526669264094195,0.018013739260001917,176,16.187920541374698,0.8733339973590831,0.07604315318883863,200
8,MOEA/D-GP,0.843285858901177,0.01663354510489116,0.0268850150592308,0.018470431811639494,192,18.7737357003495,0.8546163999573526,0.07549948651427725,200
8,SMS-EGO,0.8152502789858088,0.034221072853981474,0.0345359995735015,0.022998594828957622,182,17.645595412405825,0.8500890383670514,0.07670398604749677,200
8,ParEGO,0.8484424695656928,0.0005,0.02738180420345922,0.01861261598198491,191,19.005409169861412,0.8620165824544054,0.08957404508219993,200
8,HF-NSGA-II,0.8167523886929834,0.014045164499920817,0.03415998125135361,0.022423328252834853,199,18.87958545541792,0.8004655264562373,0.09666600103623456,200
9,MF-BCL-SAEA,0.9177290819290714,0.0021897443425718623,0.012957859464379492,0.008787084114518486,103,13.922155756697464,0.9403660414154418,0.027367919520193573,200
9,MF-EMTO,0.8850685480187147,0.006659008022228227,0.01825606921485221,0.012498388534549045,143,17.866172996439897,0.9078247221553748,0.044227503280545484,200
9,qNEHVI,0.87117527768124,0.01321518841988927,0.02102650799578762,0.01488322903110878,144,17.624422458312214,0.8839183270048596,0.05392811091813258,200
9,LC-SAEA,0.8711728528054071,0.009430862527893767,0.020663139578234062,0.016097678479358,179,17.944162724463148,0.8943192206573253,0.049538184608835606,200
9,C-SAEA,0.8381303095541893,0.024833818966340928,0.030185187228586857,0.018097670465957155,184,16.158985008553366,0.8537847661690238,0.0623077458395089,200
9,MOEA/D-GP,0.8521053567603165,0.011207115546947638,0.02578146216403371,0.01764084960481504,192,19.013220247875925,0.8727628237250165,0.07564088613009938,200
9,SMS-EGO,0.8408528780304556,0.016323051487099536,0.026890932410347766,0.019285033570366147,189,17.179469684972847,0.8482014888509523,0.08996680653880534,200
9,ParEGO,0.837084739223215,0.008791496429213494,0.028731159361188703,0.01903665725619245,194,18.64759684457709,0.8394406762221209,0.08932882569624616,200
9,HF-NSGA-II,0.803742683825669,0.026235067354572462,0.03567552139382297,0.024403912625682242,188,19.706763528694918,0.8238565554607108,0.10569419488076394,200
10,MF-BCL-SAEA,0.9137372874166402,0.00468895296427655,0.01286998169585266,0.00796720501087206,103,15.829484281676477,0.9352957614349605,0.019604195942407063,200
10,MF-EMTO,0.8883652851316407,0.005094875008958957,0.017836932738107956,0.012008101243064397,149,18.619411803445207,0.8937461580240212,0.0463959693411086,200
10,qNEHVI,0.885271270500951,0.004692061623553688,0.018689725947747274,0.012313149309584118,161,18.981488752905957,0.9060090689339454,0.05173658880419241,200
10,LC-SAEA,0.8734477132971101,0.007229693162711725,0.02128139197297232,0.01511559122140841,192,17.12884200839061,0.9074812749580563,0.06365064808176162,200
10,C-SAEA,0.8613396399658699,0.008740639218216537,0.022682895135097435,0.015187743270787452,184,16.30585129848154,0.882604583412521,0.0807801790879809,200
10,MOEA/D-GP,0.8622245842033965,0.0043142317021366144,0.02232722664088254,0.014887486239057498,190,18.300052177203927,0.8647255413402563,0.08169663952277954,200
10,SMS-EGO,0.8498671630788319,0.009246889319387443,0.025976398124274103,0.016284904219877976,189,17.71904382919941,0.8511082134750981,0.0792992912644438,200
10,ParEGO,0.8536027251192843,0.0005,0.024392151899769544,0.017166201004262263,200,19.650602869493028,0.858835994041376,0.08708797525148623,200
10,HF-NSGA-II,0.8212263008015709,0.009259569903358965,0.033320109231417955,0.02144009939870544,196,19.898207390795324,0.8218017065543026,0.08911978479223204,200
11,MF-BCL-SAEA,0.9199109421171737,0.0005,0.01061626741096166,0.009082377871330278,103,14.089893788497491,0.9561222939988709,0.023410527810379948,200
11,MF-EMTO,0.8938972500980613,0.0011085871526330432,0.016882868868839808,0.011749392763464848,138,17.76553673743368,0.929023887429111,0.050677873180046816,200
11,qNEHVI,0.8796333724980903,0.007824472645601706,0.019977010398766107,0.01397472360062309,168,18.81498884314525,0.8894337340138575,0.0602497761559472,200
11,LC-SAEA,0.8753988444784299,0.007095265746745645,0.023592661144318475,0.01409912530867406,178,16.89723867007437,0.8692956373034051,0.06122069316912286,200
11,C-SAEA,0.8607845068970602,0.010365878620673475,0.02285172201392749,0.015779679989810273,197,17.13730460125423,0.9023480385179674,0.07728883180894662,200
11,MOEA/D-GP,0.8421967393573139,0.018759164572284995,0.02808838456179165,0.01851243482969777,173,17.50799607145747,0.8715629266341048,0.07186083037204295,200
11,SMS-EGO,0.8429744290382001,0.012896905013964255,0.02693121376231457,0.018711414451037328,199,18.614518181793652,0.8319088993886454,0.08670191568581044,200
11,ParEGO,0.8290876664340002,0.01748422124064833,0.03169415047661944,0.020705859802297708,200,20.148319209412882,0.8381488991410151,0.086019293396928,200
11,HF-NSGA-II,0.8103466580970584,0.019170149127336413,0.03653064727216928,0.021766785932122317,198,19.26568074995802,0.8121072132749956,0.0914770319128931,200
12,MF-BCL-SAEA,0.9174695884882571,0.0019925896848210765,0.011136456215886497,0.008940359083035013,106,14.060985801040985,0.9544210583544094,0.030278865506112435,200
12,MF-EMTO,0.9006736217831246,0.0005,0.015928769483494625,0.010219613861931702,143,18.715800306468562,0.9196001527084933,0.05226060412156324,200
12,qNEHVI,0.8840715526258768,0.004994541376242126,0.018668484710382082,0.013632248517508333,161,17.429715149159502,0.9181996828726308,0.05943774611441367,200
12,LC-SAEA,0.8706265978880743,0.009205929002472996,0.02186787175924705,0.014700404532362982,180,16.856889000818054,0.8792190743287508,0.053936484641616544,200
12,C-SAEA,0.8680235701504939,0.005036480025305805,0.023685040254764603,0.016350715770908845,199,18.00318430702548,0.8846360023069026,0.07113436924144032,200
12,MOEA/D-GP,0.8542503113280986,0.009504340004789263,0.025764112141170168,0.016304199894945047,196,19.568168173896623,0.8626771681649849,0.07746514721918656,200
12,SMS-EGO,0.85699545540899,0.004259958604596542,0.024448968167007385,0.015938014639546916,193,18.64771723092151,0.8358029202677788,0.0800985949721256,200
12,ParEGO,0.828395312212608,0.01598090536197231,0.029922199942501098,0.020001969860734298,200,19.609238518734106,0.8474818556024288,0.09078122143245693,200
12,HF-NSGA-II,0.8153437598352409,0.012988271750999904,0.035258715461844635,0.02253966064267557,185,19.31103427190776,0.7958489889884675,0.10143381831332374,200
13,MF-BCL-SAEA,0.9108847714590537,0.006053832361797583,0.012953147281415611,0.009904104073534802,101,14.361730464411323,0.9365604693963486,0.03163081352601599,200
13,MF-EMTO,0.8777152105703094,0.010342849411054096,0.019158467765869634,0.014839481510644275,142,17.39420084724356,0.8967098966708952,0.05534796130870434,200
13,qNEHVI,0.87443970567823,0.009899790891884716,0.020683574483823228,0.014190237455372002,132,16.929347504950275,0.9037754906929556,0.06890421153067736,200
13,LC-SAEA,0.8757739187833442,0.005963694017237906,0.019112854167200627,0.014148149998653532,184,16.86256877834006,0.8917245996421784,0.051552842287523555,200
13,C-SAEA,0.8465525728621922,0.018899287471240405,0.02755176783535969,0.017939212826248645,188,17.21246792760037,0.8575272890554219,0.0751285524028592,200
13,MOEA/D-GP,0.8501288144223265,0.014532338378976366,0.025740195119836492,0.016681512813707326,194,19.34728246304805,0.8414100400786464,0.0804116329118506,200
13,SMS-EGO,0.8441002847590063,0.014068256556293238,0.02629639176641213,0.016645319880796424,193,17.97610160420643,0.841277960732532,0.08425323608759361,200
13,ParEGO,0.8251098756427552,0.019930268399656132,0.030592648812867967,0.020924273817417474,200,19.05720820274565,0.8388116334908293,0.08708681021718809,200
13,HF-NSGA-II,0.7901975697690629,0.037614445805715345,0.040142990461523566,0.024105841270927804,190,19.317007925920578,0.8192010220759096,0.10425164909309104,200
14,MF-BCL-SAEA,0.9143343813953776,0.0035126852330099687,0.01098341897429231,0.008592637694712937,99,14.515410885898449,0.9690404713631443,0.0363611573899818,200
14,MF-EMTO,0.9022171542444886,0.0005,0.014814107159277841,0.01016426248536465,142,17.946909816227002,0.9134940772003814,0.04190463294941608,200
14,qNEHVI,0.880066643301792,0.007440598383300683,0.019918420770320206,0.013373782962630474,149,17.44077522474387,0.9139621368007066,0.05495068116261438,200
14,LC-SAEA,0.8757175112860083,0.006979321229287114,0.021169818544553808,0.012628623026332267,171,16.93278360160918,0.8910555114269189,0.0676197449156059,200
14,C-SAEA,0.8831986808659202,0.0005,0.019669171121964202,0.013340490188692147,192,17.762746087958966,0.8707675656369093,0.08022855407792295,200
14,MOEA/D-GP,0.8532385118120888,0.009614626642698135,0.02506893784681905,0.01691922331769749,192,18.57787362963845,0.8750887772807776,0.07204486724369794,200
14,SMS-EGO,0.8458435692831515,0.011644692794449515,0.02725655411888036,0.018121927735878382,195,18.753726231838442,0.8521628417269529,0.08786043243312018,200
14,ParEGO,0.8286317500847771,0.015099799285785198,0.0321723769848984,0.020431708640601804,190,19.171430728093426,0.8350285589275694,0.09912329057565983,200
14,HF-NSGA-II,0.7904916354164366,0.039439659919062356,0.03856391085367903,0.026108457618969114,200,19.424095184365466,0.81056928085175,0.10312793949059319,200
15,MF-BCL-SAEA,0.911713393118202,0.005408090163085785,0.010858653308609939,0.007790205219830584,104,14.554864728632378,0.9586954587532882,0.030433768274807524,200
15,MF-EMTO,0.884113385512493,0.006296107390381861,0.017243798578393272,0.013078965237442996,130,17.421758266983332,0.9191924716738218,0.038692026958682194,200
15,qNEHVI,0.8779508361121129,0.008812643873661501,0.021304856628038053,0.013479529062446895,162,18.08585814491641,0.8989617617313119,0.057716052070264895,200
15,LC-SAEA,0.8784557887928585,0.006516620683045985,0.01775683647323045,0.014357651239041131,195,17.66462077965236,0.8809186288103262,0.05768545495805052,200
15,C-SAEA,0.8548057828975926,0.013626312288908203,0.026738456634290534,0.016720614865908714,185,16.918171724569387,0.8476790663428145,0.0768373419473289,200
15,MOEA/D-GP,0.8485647972497274,0.013505732675435,0.028285596866150377,0.018472592445617466,191,18.137822845368923,0.8592978670470764,0.08789378028192879,200
15,SMS-EGO,0.8422665883402471,0.013412006852356422,0.028937052147555993,0.01949080831148935,196,18.57684939578128,0.840616104515885,0.07473861889227422,200
15,ParEGO,0.8202783829452864,0.022947164156405013,0.032413187929497066,0.020639798953166425,193,18.474187541586485,0.8179330509899456,0.08956429098525517,200
15,HF-NSGA-II,0.8140420159132673,0.017139983140741888,0.036014440090137885,0.022987129219032575,200,20.006886073210467,0.8095508857806742,0.10510081628597609,200
16,MF-BCL-SAEA,0.9080444078828332,0.00790401372186222,0.012631408263094304,0.010175915987591135,107,14.76289813075222,0.9446534615955402,0.027395879210923728,200
16,MF-EMTO,0.8816575749000043,0.008320703148973794,0.01858843606535686,0.012274834312596832,150,18.546991552089303,0.9087259824334301,0.055846380255718156,200
16,qNEHVI,0.8882175357969803,0.002393916652023617,0.017169804646097964,0.012253616630385976,153,18.679245990268992,0.9047256378408137,0.05279755187599044,200
16,LC-SAEA,0.8716500708521758,0.007645589033544899,0.02077593681213013,0.014963993689432612,184,17.74653164048151,0.8894566596076784,0.05559061039114676,200
16,C-SAEA,0.8623623222732425,0.009581185917834288,0.023450923596300546,0.01583450138094645,180,16.10250097201782,0.8540655223628321,0.06945208249649824,200
16,MOEA/D-GP,0.8444657565227458,0.016670115536339278,0.026689720718066075,0.01946244515032455,190,18.287800941902233,0.8506785948252391,0.07724330894495413,200
16,SMS-EGO,0.8480807917063216,0.008244475268695728,0.025020800309259544,0.017012886573922383,195,18.273724920842398,0.8449191244985815,0.07754228178218153,200
16,ParEGO,0.839275307834104,0.008197614073520912,0.028857784877927888,0.01877902893566984,187,18.34692104685874,0.8390708655035695,0.07813798680944277,200
16,HF-NSGA-II,0.8304739125448699,0.001809738656219832,0.030779820514628332,0.019937674857795937,200,20.003001385181193,0.841269304744791,0.09674615585756803,200
17,MF-BCL-SAEA,0.9202268038900787,0.0005407524772554352,0.01139665090503519,0.00906348278687816,100,14.604465573673108,0.9394110357278763,0.02422737957314537,200
17,MF-EMTO,0.8962557021021946,0.0005926876390274812,0.016510115905005122,0.010808525234990369,135,17.09415952355788,0.903590879231933,0.050637427518999995,200
17,qNEHVI,0.8856758914536212,0.00434909042330682,0.017930084236767216,0.012118575646363499,153,17.674733438458897,0.8982205654785569,0.05744844416115622,200
17,LC-SAEA,0.8775046290712605,0.005358479846350795,0.020079931753721605,0.013130632573464151,178,17.429119816330186,0.8891169723534467,0.04910130679854434,200
17,C-SAEA,0.8458543379640802,0.019048040613275075,0.026625086994237997,0.017934550699571526,195,17.356229999599737,0.8655557719942302,0.06243535752586811,200
17,MOEA/D-GP,0.849781621617556,0.011551830776037672,0.026319960608403973,0.016999767182488943,200,19.08620685996415,0.8887045623471456,0.06535813875179805,200
17,SMS-EGO,0.8412022255782536,0.013629922607824382,0.028356260732669086,0.01736259639273131,174,17.20082648887287,0.8701176353235884,0.08125790990290976,200
17,ParEGO,0.8290773494510465,0.017511871173341485,0.03108118808260386,0.020885684282225533,200,19.080251290800113,0.8318690348071113,0.10377975510323476,200
17,HF-NSGA-II,0.8163347980655963,0.012594672746851634,0.032405103811791985,0.021281115701274198,200,20.282427779905756,0.8169545244395032,0.10050519095212324,200
18,MF-BCL-SAEA,0.9088839884422645,0.007028533612328818,0.013327387115319837,0.011095844070386877,99,14.11477602087867,0.9401428523438417,0.024036383872457847,200
18,MF-EMTO,0.8882972815502912,0.0050486897828010855,0.019754286371209583,0.012005108787566238,145,18.00590217987016,0.9197685513201622,0.056351535803917954,200
18,qNEHVI,0.8740497195502926,0.011425908840285881,0.020250689849313958,0.01431047822728933,155,18.40116937449338,0.9099469017143677,0.05960984810361404,200
18,LC-SAEA,0.8648412871636524,0.012620962297567713,0.0230328927617953,0.014808581023130225,175,17.092468742342714,0.8996936387505095,0.05982966838622152,200
18,C-SAEA,0.8492044468654358,0.01859879099020033,0.027320016005890867,0.017773475574208233,186,16.895393884704994,0.8713160525535975,0.06561670237308259,200
18,MOEA/D-GP,0.8432336234484684,0.016878440134415584,0.025670062596501,0.018870639428206194,180,17.932991323567915,0.8679748950760826,0.0662778911211007,200
18,SMS-EGO,0.827292228804602,0.02344802898558121,0.030362550139085877,0.018988218826299884,196,17.873401269767825,0.8275033463079567,0.08514065862670397,200
18,ParEGO,0.8136148277682229,0.029351021689051772,0.032645458290090405,0.021324580510972267,200,19.166529143434797,0.8398331953134871,0.08217916990849232,200
18,HF-NSGA-II,0.7909130674261675,0.037355912833265684,0.03829020171136377,0.02715252456290601,189,19.51218474325639,0.817156321646632,0.09812293875521756,200
19,MF-BCL-SAEA,0.9187366789550543,0.0011671496022846043,0.010890788477151588,0.010252316853467114,107,14.554704544843586,0.9314688540659185,0.02785348738394677,200
19,MF-EMTO,0.8993764269828711,0.0005,0.015668101169058424,0.01077292641044836,147,18.60713415405055,0.9309642662633646,0.046970261531510515,200
19,qNEHVI,0.8763768025642243,0.010109237574525977,0.019176295261012062,0.01446504828330047,163,18.327766705598734,0.9165690855878454,0.05838248807043081,200
19,LC-SAEA,0.8836594954815088,0.002317860295831412,0.01736307549348675,0.013511747974803328,179,17.397859818227346,0.8946870249478385,0.062154149851429995,200
19,C-SAEA,0.8555932639324291,0.013776475100166509,0.02389645438953803,0.015945571849940336,181,16.25139384491571,0.8603234316713191,0.07242351861637458,200
19,MOEA/D-GP,0.8667429663693786,0.0011093269651842677,0.021459713920487154,0.014715422531090934,197,19.595222295528135,0.8645130974201982,0.07532803656267713,200
19,SMS-EGO,0.8321996274015097,0.02217956849784319,0.029757954287666963,0.019611239890727203,186,18.881499507443475,0.8528887673552037,0.07740054823769883,200
19,ParEGO,0.8410071067241535,0.006493486853309516,0.029025873900040206,0.017733588429945487,200,18.519728801663934,0.8454500504682914,0.08791405917670794,200
19,HF-NSGA-II,0.811642526721168,0.01826482947177609,0.03614074131745383,0.023074277209894238,199,19.524285407099494,0.851507394911153,0.08827384479934293,200
20,MF-BCL-SAEA,0.9127894038284928,0.005081427540599488,0.013357189632837427,0.008992738665447763,105,15.123571353820603,0.9227550913064176,0.024000438989362306,200
20,MF-EMTO,0.8782031108661407,0.00921860488447675,0.01987441596690714,0.013105033726424886,144,18.41983915517658,0.9230790031419964,0.04416975631249881,200
20,qNEHVI,0.8820537169131777,0.006312259965350666,0.019372962929593916,0.013763387106030568,165,19.265967143144128,0.920951757623038,0.05027281308974621,200
20,LC-SAEA,0.8660426504755261,0.011201461957418994,0.023070809890731202,0.014618645225379753,187,18.14721509892003,0.8723240032288915,0.061534640156166824,200
20,C-SAEA,0.8630093615929983,0.008235166898566768,0.024753737180297417,0.0147491646489825,200,17.348773277995114,0.8738021888558032,0.06821111203901528,200
20,MOEA/D-GP,0.8320291347583231,0.026065209592845456,0.03073107375872734,0.02065973734293737,172,18.11436832711532,0.8711263567454108,0.06906638798183262,200
20,SMS-EGO,0.8380380375705881,0.01809321400733248,0.02852669640430342,0.01768604546317574,192,18.483995029940115,0.8735270966447704,0.08251042243558127,200
20,ParEGO,0.8242506122780372,0.019185513958919417,0.03379023552032258,0.02079916745138223,200,19.118757460973043,0.8223810412643109,0.0830741275870322,200
20,HF-NSGA-II,0.797034179203871,0.02963628134939239,0.03762086771124274,0.02475607206518156,200,18.888418691034506,0.8440141382098714,0.09578544382131175,200
21,MF-BCL-SAEA,0.9076552570367719,0.007988651756559977,0.013766759365722287,0.009690359004586185,107,14.237804169918203,0.955158099285715,0.033172612329778736,200
21,MF-EMTO,0.8859317862446572,0.005672734542987472,0.018599831385477876,0.011249934767391187,153,19.08430359946382,0.909906715680318,0.05065844702169093,200
