specimen,temperature_C,DSC_heat_flow_arb,DMA_storage_modulus_MPa,free_axial_contraction_fraction
1,129.0,-0.05674525370126684,0.11486370761673347,0.3241182501556891
1,130.0,-0.07929295098652812,0.11458934019534305,0.3258535973357196
1,131.0,-0.05559243592910159,0.11436655003519379,0.32439587994660896
1,132.0,-0.04326255240158172,0.11418564457710967,0.3214640654352541
1,133.0,-0.05215480718727756,0.1140387516106832,0.3256719942143671
1,134.0,-0.0005507867519796011,0.11391947777388593,0.32248330716996515
1,135.0,-0.011667296797033488,0.11382263099007721,0.32611492654662827
1,136.0,0.008810677297653238,0.11374399491562312,0.3227868460494563
1,137.0,-0.017301819813597227,0.11368014568114423,0.32625714186242755
1,138.0,0.010813445479797464,0.11362830301492366,0.32260262604330353
1,139.0,0.0023390410848210946,0.11358620931042131,0.3235918184377579
1,140.0,0.03654776358860665,0.11355203140107525,0.32510196016690146
1,141.0,0.02607390946752819,0.1135242807841425,0.3260318143037921
1,142.0,0.03769870115895601,0.11350174883200834,0.32463593016478093
1,143.0,0.05597859091420109,0.11348345417765614,0.32194225631708656
1,144.0,0.04999651523252984,0.11346859998826851,0.3240588827123232
1,145.0,0.03713973383421977,0.11345653926966136,0.3236532264829517
2,20.0,0.0929199523329567,5.3081612850494295,0.0016135651595120856
2,21.0,0.10130004259765017,5.308160682082552,0.0027106533945835372
2,22.0,0.134150058555505,5.308159939454485,0.0
2,23.0,0.0981668694692759,5.308159024816488,0.002715607698266443
2,24.0,0.10456575221643956,5.308157898327151,0.0020513735028715066
2,25.0,0.0817504820393398,5.308156510916923,0.0
2,26.0,0.06009132179797509,5.308154802150701,0.0
2,27.0,0.04444833213381828,5.308152697595369,0.0025533897660081485
2,28.0,-0.0013667376220514171,5.308150105577609,0.0
2,29.0,0.09433982967455434,5.308146913190808,0.0024644996060054756
2,30.0,0.002709035144284083,5.3081429813771415,0.0
2,31.0,0.05536229122037442,5.308138138870651,0.0
2,32.0,0.016020121446524743,5.308132174737574,0.0
2,33.0,0.045381547436569344,5.308124829189092,0.0006645969537538267
2,34.0,0.03212614581061231,5.308115782266463,0.0015858351846236777
2,35.0,-0.0035177700541600345,5.308104639905966,0.0
2,36.0,0.02842836461707949,5.308090916777029,0.0
2,37.0,-0.03608659093655212,5.308074015146624,0.00337627674805349
2,38.0,-0.093236185223874,5.30805319885016,0.0
2,39.0,0.007919761781497649,5.308027561236545,0.0004940615386740784
2,40.0,-0.04982162261800027,5.307995985693243,0.0028573006115551695
2,41.0,-0.054753508430485084,5.307957097035091,0.0
2,42.0,-0.06951621919377318,5.307909201644438,0.0
2,43.0,-0.08381044262385813,5.307850213762653,0.0
2,44.0,-0.047905908392383845,5.307777564733835,0.0
2,45.0,-0.06588002075252583,5.307688091264837,0.002755376226791248
2,46.0,-0.07871233347844167,5.307577897860752,0.0009360119582682923
2,47.0,-0.0922103914490987,5.307442187483746,0.0
2,48.0,-0.11318737335823911,5.3072750531197395,0.00017585612682451764
2,49.0,-0.0705648924708952,5.30706922126603,0.0
2,50.0,-0.10525836624398616,5.306815736306362,0.0015454611018716874
2,51.0,-0.11105314442487907,5.306503572237357,0.001213895309991716
2,52.0,-0.06019379634528284,5.306119155155198,0.003360039829525709
2,53.0,-0.10765524465304435,5.305645776190232,0.0
2,54.0,-0.08617933538132731,5.305062870056566,0.00096758410143362
2,55.0,-0.09271857952302069,5.30434512891049,0.0
2,56.0,-0.08924821354119346,5.303461414613814,0.0017473157183385158
2,57.0,-0.09424441050741714,5.302373424587784,0.0
2,58.0,-0.10035526133421972,5.301034057026423,0.002598715327685804
2,59.0,-0.025225188024063733,5.299385410130381,0.0006838742372047594
2,60.0,-0.08181705928886525,5.297356337079335,0.0018867396325265725
2,61.0,-0.0670422378345318,5.294859463626832,0.0033597265651600576
2,62.0,-0.03535311163183129,5.291787558588133,0.005402316547434329
2,63.0,-0.0477040384129138,5.288009129502671,0.005337385047599812
2,64.0,-0.031327443057787084,5.283363097271821,0.0070274270772423784
2,65.0,-0.07872414506165115,5.277652386246334,0.007766181062489627
2,66.0,-0.04524970639215713,5.270636252886719,0.010118559786894087
2,67.0,-0.014610637928548064,5.26202117132591,0.007349183291892741
2,68.0,-0.02090909927956539,5.251450105077047,0.009575429045330746
2,69.0,0.02893816288714437,5.238490031536219,0.01762938713658159
2,70.0,0.053443912762177866,5.22261766557734,0.013278821353867164
2,71.0,0.06575788126174227,5.203203472617592,0.01976178312734425
2,72.0,0.11132240820519511,5.179494300037087,0.01953137941480817
2,73.0,0.15943480465730323,5.150595327102101,0.02328542603524657
2,74.0,0.19140900351720505,5.11545258271127,0.025642064332397786
2,75.0,0.24924661636732612,5.072838053452652,0.03103689385668084
2,76.0,0.35513795198956544,5.021340435037606,0.03571574419723576
2,77.0,0.43282580525458375,4.95936586284976,0.045168258223761415
2,78.0,0.5070677026318808,4.885154404838195,0.04291504923519364
2,79.0,0.6203757228436049,4.796819480813981,0.05686134952829111
2,80.0,0.7901057402782583,4.6924182371801235,0.06207041343001468
2,81.0,0.9089550749252298,4.570060531506052,0.06964555837670643
2,82.0,1.0874513815420461,4.4280615889295,0.07441063739297356
2,83.0,1.2319155692185946,4.265137540976068,0.08683043866718254
2,84.0,1.3839826714012617,4.080633305554651,0.09543328746432489
2,85.0,1.4968955170482747,3.8747591228905596,0.10755246516430614
2,86.0,1.6108505906421702,3.6487980097855166,0.11512203573335988
2,87.0,1.6830433023827716,3.4052362403199674,0.1331395122565929
2,88.0,1.8118635280373134,3.147768925289364,0.14184489043380255
2,89.0,1.8278984824313185,2.8811478627384295,0.1545472791407218
2,90.0,1.8252596030912571,2.6108692571283383,0.16749594364328754
2,91.0,1.7894316042912415,2.3427375663135135,0.1817368579768666
2,92.0,1.7239676788510205,2.082375560973425,0.19558160245711226
2,93.0,1.637243893308138,1.8347662588036042,0.20075260407319287
2,94.0,1.514561239891436,1.603903103492976,0.2151237278616866
2,95.0,1.3831543159847226,1.3925945765501486,0.22902695878021181
2,96.0,1.2323068611053898,1.2024306298988099,0.23545737633157574
2,97.0,1.0593193494241562,1.0338847543009346,0.24107411047470495
2,98.0,0.949327083458513,0.8865061271337773,0.2567539352686257
2,99.0,0.8237794990000826,0.759152706762399,0.26176774711963546
2,100.0,0.6259456598865866,0.6502242559313999,0.27438908220399444
2,101.0,0.5178131780392998,0.5578678592038686,0.27550454520898193
2,102.0,0.43707422738041884,0.4801422170686828,0.2835555337863653
2,103.0,0.334305956692512,0.4151377560088134,0.28795853830845325
2,104.0,0.2417237057446664,0.36105643671948123,0.29375375652216895
2,105.0,0.16376465375507684,0.31625849387782634,0.29431674118323403
2,106.0,0.07588162101250175,0.279284194191177,0.3062358555806172
2,107.0,0.05370411661960442,0.24885807760662926,0.3022576088391946
2,108.0,0.051712864087746696,0.22388184697104643,0.3054787183022741
2,109.0,-0.03200296346773322,0.20342061148504464,0.3080476809371739
2,110.0,-0.04772690340222213,0.1866858503795014,0.30885497911629556
2,111.0,-0.027020819860432442,0.17301736368718187,0.31332451494785263
2,112.0,-0.08098781718900602,0.16186563860835013,0.3139457010992873
2,113.0,-0.08111787555423836,0.15277545637300954,0.315243169578402
2,114.0,-0.06806372712570255,0.1453711511791297,0.3164573991658457
2,115.0,-0.1243302353051404,0.13934366353217406,0.3160518064684934
2,116.0,-0.06584920318174539,0.1344393647304557,0.3182698388708082
2,117.0,-0.12165354295788551,0.13045053515361857,0.3200214001827549
2,118.0,-0.10279671022129551,0.1272073322952911,0.3186291612296677
2,119.0,-0.08150332955358128,0.1245710678453432,0.32282813017292916
2,120.0,-0.05092237959024329,0.12242861462385238,0.323025614136834
2,121.0,-0.10834774778022414,0.12068777580910531,0.319718829851497
2,122.0,-0.1319956697280398,0.11927346551918054,0.3198395005416933
2,123.0,-0.10259184634351931,0.11812456818348518,0.32144021102164727
2,124.0,-0.09280075216255776,0.11719136236905466,0.3218952018877107
2,125.0,-0.0710352399997361,0.11643341175473339,0.32107387620712824
2,126.0,-0.058634592531067925,0.11581784126672649,0.32143789358959346
2,127.0,-0.07552024555522603,0.11531792982727594,0.32236472749423456
2,128.0,-0.052772751241525376,0.11491196274536022,0.3231710284236155
2,129.0,-0.07439643918014598,0.11458229662139405,0.32316732158297906
2,130.0,-0.10821252172383905,0.11431459792418228,0.32313470563008373
2,131.0,-0.053012389071808066,0.11409722332150923,0.32426070515023786
2,132.0,-0.01592005068366105,0.11392071559619067,0.3263505979009714
2,133.0,-0.0407959993162816,0.11377739373399176,0.32628348869241774
2,134.0,-0.054206627482801265,0.11366101968682707,0.3238818428101515
2,135.0,-0.011304234850192978,0.11356652753243061,0.3247564734126229
2,136.0,0.006544182622887331,0.11348980338902465,0.326847519343537
2,137.0,-0.0034858545473583297,0.11342750660118668,0.3261111730029934
2,138.0,0.007279731269372739,0.11337692447578009,0.32707783484857894
2,139.0,0.025368937068326262,0.11333585428509584,0.32598047213364884
2,140.0,0.004068522389252753,0.11330250742683796,0.3254462355608335
2,141.0,-0.006740596055425929,0.1132754315856644,0.32328813693536984
2,142.0,0.04301707451402148,0.11325344751849895,0.3253286562902909
2,143.0,0.05701957551879658,0.11323559771846171,0.32369957363274404
2,144.0,0.0486118050067741,0.11322110472680919,0.3251585840836812
2,145.0,0.07036365088211846,0.11320933728063773,0.3240180476242004
3,20.0,0.075951445957022,5.19772433569864,0.0
3,21.0,0.037177065857938785,5.197723669733193,0.0
3,22.0,0.08029107961364049,5.197722849514643,0.003436334287466255
3,23.0,0.07519328479860463,5.1977218393144495,0.0
3,24.0,0.076575280010031,5.197720595128558,0.0
3,25.0,0.1207933804860018,5.197719062760636,0.0
3,26.0,0.06939133467574256,5.197717175461343,0.0
3,27.0,0.046739472382875964,5.197714851020837,0.0
3,28.0,0.05625628002503713,5.197711988187875,0.0
3,29.0,0.03731509037642792,5.197708462259542,0.0021062169804186466
3,30.0,0.04845550946938009,5.197704119649564,0.0017647251981201776
3,31.0,0.006393303716065175,5.1976987711986355,0.0010236692667417611
3,32.0,0.0027816600759193906,5.197692183935477,0.0010674883628959324
3,33.0,0.010740974928746445,5.197684070929879,0.0
3,34.0,0.014866282154480024,5.197674078795935,0.0
3,35.0,-0.013521376158461058,5.1976617723014815,0.0020347388927838546
3,36.0,-0.043285444514855435,5.197646615413788,0.0030880640331359373
3,37.0,-0.02068938065390208,5.197627947956687,0.0
3,38.0,-0.036302404289099734,5.197604956863468,0.0
3,39.0,-0.07472011995681478,5.197576640775099,0.0005429881352451469
3,40.0,-0.09002916271905045,5.197541766444438,0.0
3,41.0,-0.059961010094995375,5.197498815051433,4.2211700907633155e-05
3,42.0,-0.08791263716506771,5.197445916097141,0.0021025693173273774
3,43.0,-0.07647735594119641,5.19738076600638,0.003361219116681377
3,44.0,-0.10600864714330571,5.197300527907758,0.0023844357330718683
3,45.0,-0.1133014078426117,5.197201708247251,0.0
3,46.0,-0.08010101475959622,5.19708000489367,0.0023376324844418027
3,47.0,-0.09341653347592895,5.196930120169568,0.00017898184096096074
3,48.0,-0.07294014623093925,5.196745530739158,0.0015419515098635905
3,49.0,-0.07252490868843439,5.196518204444756,0.0006841759672500073
3,50.0,-0.06882687989866301,5.19623825193168,0.0
3,51.0,-0.11302920821596148,5.195893498151052,0.0
3,52.0,-0.07718026416711121,5.195468955476237,0.0011354754424537854
3,53.0,-0.10271808681278194,5.194946176089606,0.0024718259594190507
3,54.0,-0.1163655199972224,5.194302456350249,0.0027866179542165234
3,55.0,-0.09558024130546848,5.19350985987918,0.006529815793527518
3,56.0,-0.10387817677794978,5.192534018918356,0.001363230246186327
3,57.0,-0.0846168993587188,5.191332664944589,0.002161835526692519
3,58.0,-0.09811838417020896,5.189853829361958,0.005282452509077801
3,59.0,-0.0790773825582496,5.188033643194174,0.005207128900379611
3,60.0,-0.07986928618359289,5.185793650952747,0.003775222829633431
3,61.0,-0.0915442081478243,5.18303753829611,0.004962580783562222
3,62.0,-0.09055638233944142,5.1796471559755854,0.008376454661903409
3,63.0,-0.04606342035552153,5.175477704525043,0.001547392549224905
3,64.0,-0.03438983794777089,5.170351926448731,0.007564356118512847
3,65.0,0.002616480699306846,5.16405313751335,0.011422379870051246
3,66.0,-0.006082353873861419,5.1563169198319985,0.00890661016294754
3,67.0,-0.0027800499528587005,5.1468213025668526,0.012993256132879343
3,68.0,0.02477940936345907,5.135175280188947,0.009726055282655577
3,69.0,0.0655339068399739,5.120905576513966,0.011868739092569514
3,70.0,0.00826313603428263,5.103441674071213,0.017439943292679977
3,71.0,0.02265037265550323,5.082099318770978,0.01601687049337008
3,72.0,0.0840045613671643,5.0560630134304,0.021960567537687634
3,73.0,0.1351228998614247,5.024368472282865,0.025180933089760178
3,74.0,0.1943810678555451,4.985886667968744,0.02890587146126018
3,75.0,0.2878737348629643,4.939312002938061,0.03329291498741436
3,76.0,0.3700662757553002,4.883158293585383,0.032733607578824826
3,77.0,0.4672556976001727,4.815767622584025,0.04361880113746608
3,78.0,0.5688110736493628,4.7353385342150585,0.05070169370408705
3,79.0,0.6442665288151246,4.63998117780314,0.054508945693871144
3,80.0,0.8317691448498505,4.527807254200237,0.06386623906091808
3,81.0,0.9326996762552311,4.397061126167742,0.07173826991121822
3,82.0,1.13973064320573,4.2462941839526005,0.08371730916037903
3,83.0,1.254671449563892,4.074576644204973,0.09111372459438448
3,84.0,1.3998044255268274,3.881729323382653,0.10226270827115845
3,85.0,1.555785991008149,3.668544096609348,0.11193120246250292
3,86.0,1.6582785239489104,3.4369494962680784,0.1254063008131688
3,87.0,1.771949801223139,3.1900729432194774,0.13066600315292007
3,88.0,1.8845150375000697,2.9321592573683293,0.15333677103439108
3,89.0,1.829945120703188,2.668328965716076,0.1603355369630573
3,90.0,1.802944549057349,2.404195685818324,0.17646605232250026
3,91.0,1.7742518871298454,2.145398730097583,0.18573661951722653
3,92.0,1.6557661673847677,1.8971311899164776,0.19756492841919515
3,93.0,1.5435229721801558,1.6637450804699538,0.210738008827176
3,94.0,1.4507313261978891,1.4484930899063966,0.22327077586204605
3,95.0,1.2873657588310523,1.2534303103585553,0.22799880551434937
3,96.0,1.1604411085300157,1.0794628380522655,0.24046623814144089
3,97.0,0.9470602871801723,0.9265046830546613,0.25202571789716804
3,98.0,0.7710516138150946,0.7936946395864178,0.25758710302773763
3,99.0,0.6365038351704501,0.6796285876454905,0.26609817549772447
3,100.0,0.5649909409499174,0.582574473686953,0.27535858311341643
3,101.0,0.4446152225515083,0.5006511011151153,0.27936572607760934
3,102.0,0.3274353297291647,0.43196383953328615,0.2868233857588408
3,103.0,0.21047749482364042,0.3746986874830205,0.28865914514025987
3,104.0,0.14411807750066483,0.3271807461591903,0.29811875934059107
3,105.0,0.08305136739875894,0.28790490051844797,0.2980609055547682
3,106.0,0.07927426627698086,0.25554639412087987,0.3029203846751201
3,107.0,0.04609325137438066,0.22895791428349302,0.30655826820893317
3,108.0,0.005252536997745755,0.20715839541061376,0.3056702323763943
3,109.0,0.009096885917960824,0.18931736557439222,0.30864013742902147
3,110.0,-0.061905197423372735,0.17473747903532522,0.3130988483116789
3,111.0,-0.04107116060778952,0.16283694979140262,0.3140473440983951
3,112.0,-0.02974209173861203,0.15313291795436657,0.31148237344874125
3,113.0,-0.05723301443396704,0.14522630305315334,0.31805579038391846
3,114.0,-0.07542415027294,0.1387883804164869,0.3197096773901504
3,115.0,-0.09150080124691715,0.13354911612630502,0.31968087765101216
3,116.0,-0.1403098593114475,0.12928717767202538,0.3187411191018654
3,117.0,-0.10632275433925674,0.12582147453185943,0.3201032109544836
3,118.0,-0.09616391475111649,0.12300405588192603,0.32176687541337456
3,119.0,-0.09977628327494684,0.12071418775532661,0.32176719370834883
3,120.0,-0.12597517988658585,0.11885343993359862,0.3208584050497205
3,121.0,-0.11353742143074996,0.11734162754546087,0.32663637875007956
3,122.0,-0.06206090838853794,0.11611346990509641,0.3223394816182275
3,123.0,-0.10790268825111142,0.11511584719852234,0.3217668747960071
3,124.0,-0.07122342893947611,0.11430555288243745,0.3220739434045875
3,125.0,-0.0827827119368616,0.11364745540339492,0.3257579731551993
3,126.0,-0.08062695307208964,0.11311299678780422,0.32627581340546363
3,127.0,-0.035183226461569954,0.11267896774802942,0.3226604110723327
3,128.0,-0.1180607368907784,0.11232650928555128,0.3228330352843001
3,129.0,-0.07858467608336148,0.11204029950670073,0.3197748727636677
3,130.0,-0.09283557780658733,0.11180789168570995,0.3248805488873991
3,131.0,-0.0507251238875328,0.111619175703255,0.324434217585959
3,132.0,-0.06904473589967551,0.11146594003589695,0.3225820442750897
3,133.0,-0.05837754806283372,0.11134151563585441,0.3255206350901518
3,134.0,-0.02691805062280199,0.11124048646509227,0.3224781514736693
3,135.0,-0.03913055854144305,0.1111584542570581,0.32890163840199144
3,136.0,-0.027535729005017683,0.11109184737944768,0.3229279534187048
3,137.0,0.004226389806652738,0.11103776555144639,0.32423991872230584
3,138.0,-0.010200294264827436,0.11099385370368349,0.32612890545558737
3,139.0,-0.018280351213297526,0.11095819952076391,0.3233384908383665
3,140.0,-0.008011969785066353,0.11092925022609666,0.32862405890838925
3,141.0,0.01990402364240136,0.1109057449991786,0.32896986711920423
3,142.0,0.046961901306121906,0.11088666009132879,0.32326442416814394
3,143.0,-0.00906517030579329,0.11087116425564103,0.32145602866523737
3,144.0,0.05888120921378431,0.11085858255398603,0.3269163254819357
3,145.0,0.048558061603741653,0.1108483669673339,0.3271928663160367
4,20.0,0.0960761555294692,5.168537882132768,0.0004311620261427083
4,21.0,0.0786693567419465,5.16853737584061,0.003676589364127083
4,22.0,0.07229361122504473,5.168536752279355,0.0017104346940693693
4,23.0,0.1358900079895457,5.168535984286783,0.0008598671560097551
4,24.0,0.08764894361404024,5.168535038409295,0.0
4,25.0,0.06365570444767896,5.168533873444703,0.0022054926147209233
4,26.0,0.09416374461605645,5.1685324386475076,0.0
4,27.0,0.10187421278274741,5.168530671518479,0.0
4,28.0,0.04396599598738071,5.168528495082283,0.0038521762514966695
4,29.0,0.037005152476544186,5.168525814534584,0.0014527970709106676
4,30.0,-0.010060534156724303,5.168522513112565,0.0
4,31.0,0.0412195240020982,5.168518447009079,0.0
4,32.0,0.021614612833270642,5.168513439108874,0.0015757829424793565
4,33.0,0.03231794533121052,5.168507271274211,0.0
4,34.0,0.013828235055107076,5.168499674843889,0.0012882468141749285
4,35.0,-0.03678583404448791,5.168490318932061,7.693373473444034e-05
4,36.0,-0.020315358461702373,5.168478796017422,0.0028876074441041505
4,37.0,-0.0037069572169567584,5.168464604195469,0.0002660589764514902
4,38.0,-0.016017322609292575,5.168447125321464,0.00203431583345797
4,39.0,-0.03717742285865685,5.168425598093001,0.0
4,40.0,-0.05169277715355698,5.168399084901282,0.0
4,41.0,-0.06554024766167589,5.168366431009489,0.0
4,42.0,-0.09833157443825799,5.168326214283727,0.0008787131157024792
4,43.0,-0.03982605094905891,5.16827668329231,1.5903840270043622e-05
4,44.0,-0.07961765205772119,5.168215681085332,0.0
4,45.0,-0.057209511608261515,5.168140551347054,0.0012524826231639788
4,46.0,-0.05895105548152521,5.168048022852284,0.0
4,47.0,-0.10450275009738567,5.167934067222806,0.0
4,48.0,-0.06679573055294685,5.16779372383189,6.185058459675036e-05
4,49.0,-0.06005700295246106,5.167620884296715,0.0
4,50.0,-0.10330447926502337,5.167408027272707,0.0009379855173829181
4,51.0,-0.16212231662914897,5.167145892151411,0.00042847706281332884
4,52.0,-0.11850348564548063,5.166823077681542,0.0015599959292770754
4,53.0,-0.08637520625999923,5.166425548382848,0.0016650088859551733
4,54.0,-0.07629454611388946,5.165936027788166,0.0
4,55.0,-0.06654828523209601,5.1653332528953655,0.0015588635201226819
4,56.0,-0.10412667405584791,5.16459105858296,0.0001400735175657254
4,57.0,-0.06865437434819754,5.163677253968673,0.0057747524887827445
4,58.0,-0.0829069163527599,5.162552244583182,0.0
4,59.0,-0.09117381170892448,5.161167344603452,0.001585395035215066
4,60.0,-0.09310992831593404,5.159462712069481,0.004946396367690543
4,61.0,-0.05766411905400168,5.157364826873463,0.0032839907417579455
4,62.0,-0.08129885155152673,5.154783416344379,0.0014222883368882624
4,63.0,-0.06617664697270854,5.151607716630592,0.0063019149587558694
4,64.0,-0.028274285087969957,5.147701940313548,0.006473700328996616
4,65.0,0.009134288833308614,5.142899802809643,0.00823753640938207
4,66.0,-0.014965672822345408,5.1369979440203215,0.00433884295779572
4,67.0,-0.02934884934250661,5.12974807054792,0.010945513797388813
4,68.0,0.03554044804100326,5.1208476426993315,0.0096994962287837
4,69.0,0.04126293219389523,5.109928947318862,0.012369218496067489
4,70.0,-0.011887008562604308,5.096546443982295,0.014941392095280318
