variant,seed,HV,IGD_plus,HF_calls_to_90pct_oracle_HV
− uncertainty term,3,0.8905054985389336,0.0051849785413683866,116
− uncertainty term,4,0.9067452265347011,0.005489001285926703,127
− uncertainty term,5,0.9071186704770802,0.0052278227211213606,115
− uncertainty term,6,0.9066191354336942,0.005275596191678134,120
− uncertainty term,7,0.9049616370851846,0.006067945114496809,120
− uncertainty term,8,0.9070263441635565,0.005845269528755077,118
− uncertainty term,9,0.9023253275854382,0.005369702489970965,118
− uncertainty term,10,0.8978572750713746,0.00492955084300077,122
− uncertainty term,11,0.8977325508395779,0.004988257280372794,119
− uncertainty term,12,0.9066689624359617,0.006202588953274928,113
− uncertainty term,13,0.9126507263364492,0.005647983793815671,119
− uncertainty term,14,0.9004370504733266,0.005754624525726178,122
− uncertainty term,15,0.9035044934244255,0.006269497470283141,127
− uncertainty term,16,0.9015534224121513,0.006344418780017684,124
− uncertainty term,17,0.9098354438153945,0.005797454905975162,117
− uncertainty term,18,0.9090457975248031,0.0055991540957246325,121
− uncertainty term,19,0.8989545959590847,0.005693308086467637,124
− uncertainty term,20,0.9044818445419168,0.005753360684594368,106
− uncertainty term,21,0.9083549015794603,0.005696867006675473,129
− uncertainty term,22,0.917946777138983,0.004509935156686419,120
− uncertainty term,23,0.8988441178373227,0.006113649093152112,120
− uncertainty term,24,0.895006818922761,0.005634577303272331,122
− uncertainty term,25,0.8925802125390485,0.006038332185197748,126
− uncertainty term,26,0.9039127692323131,0.005650332342632075,128
− uncertainty term,27,0.8987312508238353,0.005718203294565608,122
− uncertainty term,28,0.899166174970874,0.005468893509610137,111
− uncertainty term,29,0.9045798880500853,0.005338314187268529,124
− uncertainty term,30,0.9033516837111564,0.006115599487706031,127
fixed evolutionary operators,1,0.9098193043640745,0.005746378890205255,116
fixed evolutionary operators,2,0.898856523569451,0.00466391072738508,126
fixed evolutionary operators,3,0.9068077349925983,0.0051274407554995445,117
fixed evolutionary operators,4,0.9030281306144162,0.006257057382570964,125
fixed evolutionary operators,5,0.9105359369604547,0.005422034861383561,123
fixed evolutionary operators,6,0.9016875415779876,0.004142925631542139,132
fixed evolutionary operators,7,0.9020954843013769,0.00572954989195304,117
fixed evolutionary operators,8,0.9069746130099986,0.005853789687535787,121
fixed evolutionary operators,9,0.9044693707240897,0.005751878984634515,116
fixed evolutionary operators,10,0.9056030165487725,0.004816266876478766,123
fixed evolutionary operators,11,0.9010431421290607,0.004582732875713938,124
fixed evolutionary operators,12,0.8996203241915983,0.00554347116457861,114
fixed evolutionary operators,13,0.908233942356699,0.005353364475100665,112
fixed evolutionary operators,14,0.9184229845117285,0.005298809932559466,107
fixed evolutionary operators,15,0.8951123812789337,0.004904604239288862,119
fixed evolutionary operators,16,0.8996418940504105,0.004696442321672838,117
fixed evolutionary operators,17,0.9022453957630397,0.004748459633635943,114
fixed evolutionary operators,18,0.9042377641500036,0.005482948786092585,121
fixed evolutionary operators,19,0.9123751471351591,0.005406119363468107,125
fixed evolutionary operators,20,0.9057993389935948,0.006065973174555407,114
fixed evolutionary operators,21,0.909287549042995,0.004608411045398403,124
fixed evolutionary operators,22,0.9070388731876373,0.005264356157866683,126
fixed evolutionary operators,23,0.9029570762320329,0.005132988233655907,120
fixed evolutionary operators,24,0.9061055057128125,0.004674344278040601,119
fixed evolutionary operators,25,0.9070780026668155,0.005114340289896835,117
fixed evolutionary operators,26,0.9030944638261449,0.00506593759654416,114
fixed evolutionary operators,27,0.9045987953259942,0.005412612233549251,129
fixed evolutionary operators,28,0.9094561301989789,0.00401736480818017,106
fixed evolutionary operators,29,0.9051329348345614,0.005221665460837175,115
fixed evolutionary operators,30,0.9043588692704567,0.004677234473037695,121
− EWC,1,0.908328434496676,0.00646700941624741,130
− EWC,2,0.8921638813937564,0.007048169826272687,122
− EWC,3,0.8969241940484213,0.004841644397238876,126
− EWC,4,0.9055802161538273,0.006766718454213805,120
− EWC,5,0.9049339786080927,0.0054058251746859605,127
− EWC,6,0.8977521681273976,0.006624910288313472,111
− EWC,7,0.899096868077151,0.006823948293552032,137
− EWC,8,0.901427948544291,0.006506854415493492,125
− EWC,9,0.8926062706055489,0.0070148897512162705,113
− EWC,10,0.9148339972129026,0.005640751636425217,135
− EWC,11,0.9110329892319038,0.006869712981090902,124
− EWC,12,0.9012473393835455,0.006280198517346238,123
− EWC,13,0.9126777459101768,0.005826927853037385,126
− EWC,14,0.9020447118357218,0.005899374500650213,127
− EWC,15,0.8994103716148597,0.006840870996000922,132
− EWC,16,0.8928123235462002,0.006022565029599048,131
− EWC,17,0.9062684569795567,0.005007953888778516,117
− EWC,18,0.8976821720061987,0.006178088186433367,132
− EWC,19,0.8899195640153928,0.0050948886307687485,121
− EWC,20,0.9070494139971416,0.006013732526143394,120
− EWC,21,0.9013900816771462,0.007047481720302383,130
− EWC,22,0.897399948159957,0.006973812640389941,128
− EWC,23,0.9052292345381253,0.004870908773503734,128
− EWC,24,0.9013169813099942,0.00494110947825423,129
− EWC,25,0.9092675238053816,0.005640658000845795,120
− EWC,26,0.9104466037867783,0.006423295528261335,119
− EWC,27,0.8897521695893595,0.006146098837765043,116
− EWC,28,0.8961030789585973,0.004971990914056456,131
− EWC,29,0.9045651212722104,0.007000506504161865,131
− EWC,30,0.900328200832615,0.0060241616402735825,135
− tri-criterion replay,1,0.8931084779283041,0.005627871041784148,136
− tri-criterion replay,2,0.8994405686148381,0.007671164489070638,131
− tri-criterion replay,3,0.8965003686723183,0.0064496503006063665,142
− tri-criterion replay,4,0.884890542309744,0.006658609850851044,138
− tri-criterion replay,5,0.9010751687818667,0.006746478396639896,124
− tri-criterion replay,6,0.9084251573328816,0.007400501720459097,135
− tri-criterion replay,7,0.9010243873727227,0.005644416029646183,144
− tri-criterion replay,8,0.8874301758980546,0.007044484097472738,143
− tri-criterion replay,9,0.900531520931062,0.006269087920929188,133
− tri-criterion replay,10,0.8941497787938645,0.007056967692050525,127
− tri-criterion replay,11,0.8975756612865505,0.006813647312909671,125
− tri-criterion replay,12,0.8823777321004169,0.0058801338574734924,124
− tri-criterion replay,13,0.8947837814201964,0.006116955878655807,134
− tri-criterion replay,14,0.9008973615049546,0.006935922217355846,134
− tri-criterion replay,15,0.8926039500073092,0.00734764523937494,126
− tri-criterion replay,16,0.9112851145125133,0.006258402438536949,117
− tri-criterion replay,17,0.9012972273229447,0.007720142704739695,119
− tri-criterion replay,18,0.9000505707924491,0.006075717763224211,142
− tri-criterion replay,19,0.8956780216605255,0.007230570166206676,131
− tri-criterion replay,20,0.9012385033486183,0.006646113857786617,129
− tri-criterion replay,21,0.8882012023291987,0.006717804181087301,139
− tri-criterion replay,22,0.8933824019508646,0.006698434725616062,130
− tri-criterion replay,23,0.9015934742676855,0.006279470216432627,132
− tri-criterion replay,24,0.8963372876198825,0.006226535990496776,120
− tri-criterion replay,25,0.9045575960191893,0.0062726056276635345,137
− tri-criterion replay,26,0.8982932693566607,0.0068742101329351555,127
− tri-criterion replay,27,0.8938691658480743,0.006662896572185997,128
− tri-criterion replay,28,0.892057829494656,0.0056874189542953,133
− tri-criterion replay,29,0.8964474503299614,0.0073286040365060515,129
− tri-criterion replay,30,0.9001007344643289,0.006784537756848394,118
