design,specimen,temperature_C,curvature_per_mm,pitch_mm,turns,blocking_force_mN
Baseline,4,95,0.5181571470061275,2.9933510430787864,4.287945336804048,21.47837877704406
Baseline,4,100,0.6115839630350157,2.943618879178951,5.141538008761357,25.983184281241932
Baseline,4,105,0.6676000164576703,2.9148831498552297,5.632048123992335,30.1341742818651
Baseline,4,110,0.7070076733364762,2.887652013574254,6.104536386565895,30.331744156363236
Baseline,4,115,0.7209211577781407,2.88361521069002,6.12676612938852,29.599893321203815
Baseline,4,120,0.7287989213733592,2.879401560361727,6.238752853694167,27.788868235984594
Baseline,4,125,0.7457945656263314,2.9032478887241364,6.282651072143601,30.837036838818257
Baseline,4,130,0.7411830026324349,2.8417103058369495,6.264163173407392,30.999198584003878
Baseline,4,135,0.7352181593392205,2.8849342051349836,6.267172222712281,30.259442009864113
Baseline,4,140,0.7430888122132941,2.9264947681929256,6.163318441454706,30.821452258509513
Baseline,5,25,0.0,3.209677739969313,0.06770389134830729,0.0
Baseline,5,30,0.0,3.2174025736616954,0.11516774279158466,0.0
Baseline,5,35,0.0,3.1490053175144523,0.3443544264716057,0.0
Baseline,5,40,0.0,3.1881188733768155,0.24948222487869043,0.0
Baseline,5,45,0.0052342702985761266,3.1752079925970893,0.08680277194276345,0.016294875130302533
Baseline,5,50,0.00538881141182829,3.202213157334722,0.17213559297758643,0.9552948378594316
Baseline,5,55,0.0,3.20056993062953,0.21295804210390873,0.0
Baseline,5,60,0.01768865170079163,3.212822459932344,0.3429675411738408,0.0
Baseline,5,65,0.027628886158881972,3.169626008694118,0.4393185353986414,3.389910971612968
Baseline,5,70,0.04396854964739831,3.1769369639916465,0.5738177108836894,2.599684378623424
Baseline,5,75,0.08514867816380921,3.1696669903266295,0.8518089943875923,3.7465848437482787
Baseline,5,80,0.15933634138051653,3.1154040131111826,1.428885029172388,6.337153625710349
Baseline,5,85,0.28113776703638016,3.12166306855943,2.40511339219105,11.833111498302816
Baseline,5,90,0.4099152156005334,3.0493398938478724,3.3884713227499774,16.356334916010624
Baseline,5,95,0.5443127022380702,2.974243340065563,4.441499914606801,22.065598666309473
Baseline,5,100,0.6278954501111668,2.947351913920478,5.2155601176367075,25.454326017571237
Baseline,5,105,0.704475472722193,2.904625223998882,5.782105202796735,27.421261881895823
Baseline,5,110,0.7401928475593902,2.876673051166886,5.974086155318068,30.499762357661616
Baseline,5,115,0.7621662991131697,2.882961681054445,6.065530380074256,30.845215110544686
Baseline,5,120,0.7717001020792963,2.875502676495645,6.223733806014457,32.42121315936695
Baseline,5,125,0.7678741570293772,2.9127764306396515,6.136762329862633,31.09620270848697
Baseline,5,130,0.7893656502981954,2.8560250603879362,6.268986534583224,30.628614458033617
Baseline,5,135,0.7794370614613301,2.9107289326085635,6.213221192743661,29.862742383201034
Baseline,5,140,0.7748140796512699,2.8930265833800206,6.1844485733685675,31.997247665649066
Balanced inverse design,1,25,0.0029057533813236624,3.191495223764372,0.23720812311021577,0.5663942423415275
Balanced inverse design,1,30,0.0023171066900391788,3.188314063429391,0.15727129329401018,0.0
Balanced inverse design,1,35,0.001307702382771455,3.1989572648134854,0.3718338706096956,0.257751848016065
Balanced inverse design,1,40,0.0,3.171022603681639,0.23999476188206512,0.0
Balanced inverse design,1,45,0.0005913246084168434,3.1901583998160103,0.365285608813672,0.0
Balanced inverse design,1,50,0.0033407240611570627,3.1999113747746297,0.23225950460281564,0.0
Balanced inverse design,1,55,0.0,3.1828965705724417,0.2992474394027811,0.0
Balanced inverse design,1,60,0.01838948608429289,3.1494018111816304,0.3287732555006665,1.0326655376822405
Balanced inverse design,1,65,0.02176714140744563,3.1860488626113836,0.25946028912785474,0.4428767292384098
Balanced inverse design,1,70,0.04391155859548721,3.1049723624793466,0.6208516628755183,2.4022878426713032
Balanced inverse design,1,75,0.096178636777768,3.128382685802357,0.7382506224340253,3.954820777424029
Balanced inverse design,1,80,0.15470200017018693,3.086282553145923,1.4155801856416,8.458827889961016
Balanced inverse design,1,85,0.24794921491282698,3.0074413338496075,2.1485913619618136,12.857983918334483
Balanced inverse design,1,90,0.38007611738619623,2.888035363944746,3.190227491471644,20.569533049175572
Balanced inverse design,1,95,0.5313572174755075,2.7521227085378293,4.274912252239633,30.47339667478846
Balanced inverse design,1,100,0.6373875673158047,2.679927218933537,5.02198876481888,34.745429671931056
Balanced inverse design,1,105,0.7140205629417539,2.5938165462022944,5.477080136402095,38.429102959391905
Balanced inverse design,1,110,0.7544735294575713,2.559901031151427,5.7909750607256125,42.00411416332223
Balanced inverse design,1,115,0.767059534734271,2.5290499680741734,6.076308043156538,43.053070741869114
Balanced inverse design,1,120,0.7800110498238626,2.505553150024959,6.132583929448784,44.38234034950459
Balanced inverse design,1,125,0.7962845054529097,2.559244579499888,6.318769941585162,42.36454330923473
Balanced inverse design,1,130,0.7956042863090941,2.496779272091393,6.215966318733263,43.74180024929395
Balanced inverse design,1,135,0.800378961143109,2.540230973666212,6.240910121430565,43.78951155654711
Balanced inverse design,1,140,0.790000653347734,2.503527953944739,6.262614837410656,43.416126116564975
Balanced inverse design,2,25,0.0008387617509192809,3.1731626702876907,0.07966934863874925,0.0
Balanced inverse design,2,30,0.0,3.204737851551369,0.2998782884799833,0.0
Balanced inverse design,2,35,0.0,3.212375552420714,0.2256485092307099,0.7901501277505076
Balanced inverse design,2,40,0.0,3.2242896208473586,0.23863099147071115,1.1120334505049831
Balanced inverse design,2,45,0.006467527109827611,3.196483930245827,0.1357180744301131,0.0
Balanced inverse design,2,50,0.0006684747846623157,3.2286990752840503,0.2730727617965781,0.0
Balanced inverse design,2,55,0.008566187490334611,3.185738621427143,0.18236463292929483,0.0
Balanced inverse design,2,60,0.012422183270898828,3.213384676131896,0.34938344101086644,0.0
Balanced inverse design,2,65,0.023702764472692713,3.1738499070485116,0.25997724687608387,1.7610438349960662
Balanced inverse design,2,70,0.05474975910204978,3.1677048830561705,0.5050764271643825,2.72432825858628
Balanced inverse design,2,75,0.08423267230326444,3.1242104770960024,0.866365483966722,5.070250915586788
Balanced inverse design,2,80,0.17271175761231375,3.0040232916932355,1.4075260423086573,8.135680622178288
Balanced inverse design,2,85,0.2777002416512134,3.026460415005877,2.1736451027686488,15.213852366711208
Balanced inverse design,2,90,0.4145271259211536,2.8995683344312866,3.239761668912327,25.048674890661044
Balanced inverse design,2,95,0.5604271613238886,2.699626139584702,4.324736661947497,31.13017534578869
Balanced inverse design,2,100,0.6600590680259577,2.6949755816862964,5.086931894582983,35.99455689300911
Balanced inverse design,2,105,0.7333544950436374,2.6155511318524085,5.693198165898832,39.94836511717624
Balanced inverse design,2,110,0.7676730084025019,2.5786856360157913,5.958953346825539,42.52306438296285
Balanced inverse design,2,115,0.8066796123874933,2.5181081886792582,6.126445751414328,41.82115576180633
Balanced inverse design,2,120,0.8028129818798,2.537502567370081,6.185176207003044,43.750188679609074
Balanced inverse design,2,125,0.8095580858364874,2.53296378831605,6.287906470329438,43.07805696641346
Balanced inverse design,2,130,0.809758649892124,2.506350932847894,6.236535445313131,43.41554945102311
Balanced inverse design,2,135,0.8033921299973623,2.5653828508164347,6.147075289368349,43.239700554276
Balanced inverse design,2,140,0.8231918329607916,2.5011018551740847,6.203596638011242,43.842067629754354
Balanced inverse design,3,25,0.009856929891307067,3.1857025409066404,0.20707971966469457,0.9423451217349991
Balanced inverse design,3,30,0.0020773161558756133,3.2011746741582603,0.17884451274472524,0.8714206222793686
Balanced inverse design,3,35,0.00671864840632361,3.209675551917491,0.17497502631128328,0.9638721368521728
Balanced inverse design,3,40,0.0,3.196038095765733,0.3343924441735604,0.0
Balanced inverse design,3,45,0.004123751032891504,3.21335700489539,0.16673083410384332,0.0
Balanced inverse design,3,50,0.0017322645380682944,3.19971885749897,0.28421595373617053,0.0
Balanced inverse design,3,55,0.0,3.1745632222434126,0.1850838412154298,0.0
Balanced inverse design,3,60,0.0122510918667892,3.175684677555401,0.27891548612319195,0.9541755918272334
Balanced inverse design,3,65,0.018276094436565308,3.1560437696122974,0.37961947498147414,1.0081427356266095
Balanced inverse design,3,70,0.035602787587235396,3.1935453061667753,0.4383471190696342,2.689104939707502
Balanced inverse design,3,75,0.06955080252878125,3.147346557905127,0.6213354313641892,4.10394731707815
Balanced inverse design,3,80,0.13009180935549547,3.1561399692393994,1.1402073387183846,6.074852479776277
Balanced inverse design,3,85,0.2425371060815138,2.9664020428761564,2.041037832165757,12.083648827734118
Balanced inverse design,3,90,0.38642995330034013,2.864910465838555,3.013781564594506,18.46253186237888
Balanced inverse design,3,95,0.5191769921310961,2.811375119375359,4.029077215100852,26.144286121952636
Balanced inverse design,3,100,0.6460925433387488,2.64510276858484,4.88151645580966,34.104256575527856
Balanced inverse design,3,105,0.7280139205379728,2.6055586649109825,5.534959091516552,37.83937557519397
Balanced inverse design,3,110,0.7741547711896406,2.5627613965475,5.8981517442503035,40.0105122596499
Balanced inverse design,3,115,0.7934098610742112,2.533702855797974,5.909658828472665,40.92911606511581
Balanced inverse design,3,120,0.8178782957102455,2.5248130196829703,6.193519566857876,42.315468340149934
Balanced inverse design,3,125,0.8122120894769799,2.510424574976357,6.291952360450271,42.38466053481698
Balanced inverse design,3,130,0.8154971801317085,2.5362021876320386,6.219065749564742,42.54627472061559
Balanced inverse design,3,135,0.8272269036655773,2.553030092737389,6.282715523849566,41.71031482076665
Balanced inverse design,3,140,0.816317243739564,2.5343512469624203,6.250459230478553,42.82718003440036
Balanced inverse design,4,25,0.0,3.165332083046582,0.2631648276949848,0.06968483885562368
Balanced inverse design,4,30,0.0027530631656806867,3.189811479354174,0.21936900571388337,0.0
Balanced inverse design,4,35,0.0,3.177334998128461,0.2946909394105999,0.8236276289446035
Balanced inverse design,4,40,0.0,3.211067433732308,0.31258738061159935,0.0
Balanced inverse design,4,45,0.0,3.193745536563148,0.3161515239931369,0.37928531499254725
Balanced inverse design,4,50,0.00725257615108366,3.1686647946927637,0.30997978294760664,0.036527919172406775
Balanced inverse design,4,55,0.0018937910055876021,3.1718167621511935,0.2850497173704145,0.0
Balanced inverse design,4,60,0.0027315699101560908,3.1971931942859024,0.46217824985394973,1.7639421214348636
Balanced inverse design,4,65,0.01849078324532631,3.2395024284668,0.43554240026152513,0.9894121597370273
Balanced inverse design,4,70,0.05551577186733075,3.201017425427793,0.6509419592241865,2.6562898668771693
Balanced inverse design,4,75,0.09277713967179058,3.10954067696298,0.9316948037505449,5.8387875271456116
Balanced inverse design,4,80,0.1721380106601335,3.009595981190715,1.4906821666743253,8.124959786421607
Balanced inverse design,4,85,0.29241362420894107,2.998978287268717,2.330436769776572,15.435778848643945
Balanced inverse design,4,90,0.41611135500464874,2.808185631410702,3.3510042924563637,23.038246299895373
Balanced inverse design,4,95,0.5634601233577514,2.7463649267452466,4.536613063693912,29.382835187829684
Balanced inverse design,4,100,0.6576834907693917,2.5883783724424885,5.234372304748888,35.978784043776464
Balanced inverse design,4,105,0.7280119135350086,2.5419923300031226,5.710596144415988,38.55340661875038
Balanced inverse design,4,110,0.7562364268988457,2.5362804424630343,5.983637307190476,41.38307828060059
Balanced inverse design,4,115,0.7728279865141094,2.4633508568623124,6.1270568676719375,41.273138276972404
Balanced inverse design,4,120,0.7871108683012418,2.5456715094051465,6.229415057563038,42.54534471628269
Balanced inverse design,4,125,0.7905691270916256,2.5327795632296586,6.20822002215293,42.278339957567475
Balanced inverse design,4,130,0.8081182609284885,2.529448345215934,6.257238883829727,42.245497516339555
Balanced inverse design,4,135,0.7938142477762204,2.534761503910683,6.287499690671252,42.74765474595244
Balanced inverse design,4,140,0.7846631487102312,2.5500548895316033,6.3410418125947325,42.86070085549555
Balanced inverse design,5,25,0.003173971166037303,3.203271180683343,0.2044281755450783,0.4081586884901536
Balanced inverse design,5,30,0.0004429088871139168,3.2498206420382547,0.19946809968220783,0.0
Balanced inverse design,5,35,0.0,3.2112073115471196,0.0104769661646541,2.229288268121063
Balanced inverse design,5,40,0.0,3.1943826237530906,0.17829405680243063,1.1148098767819974
Balanced inverse design,5,45,0.0,3.199120656265364,0.13792282599882966,0.29324748200546724
Balanced inverse design,5,50,0.0,3.2092969250271497,0.23627975815792743,0.0
Balanced inverse design,5,55,0.011493694410046783,3.191750936724894,0.25049099702785793,0.0
Balanced inverse design,5,60,0.013564198871367108,3.1548013043838665,0.3788416186832868,2.028362005999835
Balanced inverse design,5,65,0.025544626199375874,3.1847216743299698,0.3691996366872182,1.6929157528410497
Balanced inverse design,5,70,0.04373240667092807,3.1763599043533417,0.6209188470136298,1.5263882373799296
Balanced inverse design,5,75,0.10109650263458599,3.1242761594127657,0.9933652961725182,5.125669305442688
Balanced inverse design,5,80,0.17310601467136275,3.024616969965284,1.3763714169724832,9.753185523288279
Balanced inverse design,5,85,0.2953143374106384,2.9940045572642466,2.305338333509184,15.368454179324312
Balanced inverse design,5,90,0.442617469429054,2.8430790768569585,3.313243896532073,22.54369667228957
Balanced inverse design,5,95,0.5667189698237803,2.693304184519618,4.547818129531561,29.559105251417694
Balanced inverse design,5,100,0.6930623237456138,2.624998471861525,5.179179611815247,35.43766113631142
Balanced inverse design,5,105,0.7518104265156126,2.598091567722181,5.586289998290398,38.789582793083504
Balanced inverse design,5,110,0.799152605252731,2.550719607172222,6.014178835400545,41.21904676484557
Balanced inverse design,5,115,0.815025855181277,2.5309290417284815,6.064828988570033,42.415462292627375
Balanced inverse design,5,120,0.8231170397633972,2.4667999178638045,6.181461670311615,42.135222613866624
Balanced inverse design,5,125,0.8322927751219318,2.4957027980915174,6.1513854312810885,43.08362841733025
Balanced inverse design,5,130,0.83016696278274,2.5468301915440343,6.21132782588969,41.986644608631444
Balanced inverse design,5,135,0.8304190043692614,2.5656041620207017,6.271033924045099,41.55194629304817
Balanced inverse design,5,140,0.8248266138215652,2.534722933329049,6.127154063251326,42.27899265591694
High-force inverse design,1,25,0.0002721052588031352,3.2408559569773603,0.23040336560568356,0.0
High-force inverse design,1,30,0.0,3.1719197990335384,0.19986697093856168,1.45459548997799
High-force inverse design,1,35,0.0,3.196682348695622,0.173974227102353,1.8954965265048884
High-force inverse design,1,40,0.0,3.1783946097661464,0.2630116972524699,0.0
High-force inverse design,1,45,0.0,3.1587837264936263,0.14171787331336402,0.5137977589778377
High-force inverse design,1,50,0.0004916316184895445,3.2259720421840083,0.21990096260969733,1.4860635441351204
High-force inverse design,1,55,0.004988115178497636,3.2005130828038104,0.39460575814774534,0.0
High-force inverse design,1,60,0.014429353319351248,3.164465817100097,0.214260538744734,0.0
High-force inverse design,1,65,0.02418582458340626,3.1856945672952546,0.3873543838541762,0.3764822340239049
High-force inverse design,1,70,0.04532057070078014,3.154700473802366,0.511794791707246,3.269203848225864
High-force inverse design,1,75,0.08798015353447212,3.16482276775792,0.8363181667767591,5.403612841811646
High-force inverse design,1,80,0.17355933252690475,3.1691385528877802,1.4224180747343433,9.58755820212833
High-force inverse design,1,85,0.2947605833306901,3.0491406361410007,2.161080844574372,17.03491149355226
High-force inverse design,1,90,0.45085755188805127,2.8639056066165987,3.1754275572399466,25.926821782172475
High-force inverse design,1,95,0.5822959115689808,2.8297210464624003,4.203956064431492,34.25443400615245
High-force inverse design,1,100,0.7036325483606405,2.7841623573784102,5.1079671890463905,41.72336662224406
High-force inverse design,1,105,0.7797723656562343,2.757487277271348,5.6076552080027655,44.91960850714116
High-force inverse design,1,110,0.8336544552412557,2.716749477862316,6.047096958229204,48.108989402564575
High-force inverse design,1,115,0.8500242441494152,2.6822978669141997,6.1058611930727835,48.70080383936579
High-force inverse design,1,120,0.847338112986251,2.709249699221069,6.258880278068002,49.26643474169839
High-force inverse design,1,125,0.86149179931964,2.6404454919776503,6.11351037760095,50.38981561736905
High-force inverse design,1,130,0.8705425191613227,2.696689366724269,6.22411426218551,51.63678339169743
High-force inverse design,1,135,0.8689818936564766,2.6259497093567807,6.266221150675594,50.60567481081126
High-force inverse design,1,140,0.8725481025716499,2.7435475128373845,6.207119445556372,50.64257766162386
High-force inverse design,2,25,0.0030687654194356383,3.202511432575978,0.35108164679590637,0.3374002653011372
High-force inverse design,2,30,0.003138916041681087,3.2247969273938755,0.22626192259077674,0.22769029581538905
High-force inverse design,2,35,0.0,3.2115420003448016,0.17440453384145874,0.0
High-force inverse design,2,40,0.0,3.2081881676128865,0.07766004304124344,0.0
High-force inverse design,2,45,0.0,3.169238814915248,0.15914860024625957,0.0
High-force inverse design,2,50,0.0,3.1946713367241846,0.16718286229335133,1.202727426323677
High-force inverse design,2,55,0.01669131947098275,3.223187517533078,0.14859764497843986,2.7131438369369443
High-force inverse design,2,60,0.014466220325752841,3.1678987282417306,0.2529659639276153,0.23552665606360856
High-force inverse design,2,65,0.030279939629858327,3.200004177588123,0.43373111812751713,0.41678371435883266
High-force inverse design,2,70,0.05053804534539066,3.112515351546313,0.50611537664393,2.6313089752403864
High-force inverse design,2,75,0.09281018790508737,3.0758924753191472,0.8531564367798625,6.130518614557785
High-force inverse design,2,80,0.18689150066627408,3.12499406507074,1.4467328023122912,11.477954771988463
High-force inverse design,2,85,0.2971640853907543,2.9708834413506544,2.3101130717105156,18.327111329742156
High-force inverse design,2,90,0.47242483812299935,2.919427408947221,3.442296534478079,27.870001791430454
High-force inverse design,2,95,0.614409842875733,2.843047816570725,4.51456911193575,36.286194462824746
High-force inverse design,2,100,0.7311500646272232,2.766678774773105,4.990547515981458,42.04902106147103
High-force inverse design,2,105,0.8058700360191055,2.697154380431377,5.7153543846461945,47.49108620999512
High-force inverse design,2,110,0.840835250059225,2.7223659334480836,5.791614052401271,48.586084783756334
High-force inverse design,2,115,0.8563364739719915,2.6897899347270995,6.075026114480824,50.50572231702458
High-force inverse design,2,120,0.8728038557637171,2.7014188999339015,6.0786799743373985,50.752320910188935
High-force inverse design,2,125,0.8815557895861128,2.676176730257259,6.329132150643884,53.020694117372564
High-force inverse design,2,130,0.8864120396974451,2.690420707637544,6.305577281140208,50.900679161614626
High-force inverse design,2,135,0.8833705243263197,2.637988701441941,6.264170017121307,52.039203779404296
High-force inverse design,2,140,0.8907406038047908,2.6853140369061865,6.155687279395137,53.07178819179746
High-force inverse design,3,25,0.0,3.2238988655496805,0.2779075046978785,0.9988090636620388
High-force inverse design,3,30,0.008280924772996322,3.193605498229292,0.24757914099200906,0.1731230208949349
High-force inverse design,3,35,0.006715195604275784,3.195669045021989,0.28986372829875856,0.0
High-force inverse design,3,40,0.0023331788917577596,3.2115185097285446,0.14566890495674206,0.0
High-force inverse design,3,45,0.0,3.177550283395458,0.15391746335763554,0.10691900760583611
High-force inverse design,3,50,0.012408212057459385,3.195873230927867,0.23027572956962516,0.18980822246626752
High-force inverse design,3,55,0.0,3.154669496737547,0.15311651499664566,0.7324030430907695
High-force inverse design,3,60,0.012004087885291805,3.2386233151933017,0.3276776069401387,0.0
High-force inverse design,3,65,0.019128066796343872,3.2019473462951695,0.39794329615134455,0.08709900447846652
High-force inverse design,3,70,0.04972453196286683,3.1820439512164858,0.44955523359416233,2.2471503893380707
High-force inverse design,3,75,0.08256332567911591,3.1261458798444917,0.7518523639572836,5.666255221856627
High-force inverse design,3,80,0.17308529255418537,3.0979977841912016,1.4757161831317114,10.404113054469924
High-force inverse design,3,85,0.2703869216791733,3.0260286284505926,2.0405927254499363,16.063117003039995
High-force inverse design,3,90,0.4356429855576331,2.9516146176653466,3.1614901435173404,25.969365895197118
High-force inverse design,3,95,0.5844184079397406,2.9082023678156803,4.18278842411399,35.99966650372569
High-force inverse design,3,100,0.7058590485007673,2.7753960316738127,5.083031328106115,42.61650370588725
High-force inverse design,3,105,0.7769483277880528,2.7497976657010557,5.4986902069898695,47.6245907207587
High-force inverse design,3,110,0.8259080181608144,2.670916411822356,5.830505773152107,49.77763790567545
High-force inverse design,3,115,0.8611674510434403,2.6891965246365035,5.993907947125644,50.207456031405655
High-force inverse design,3,120,0.8551340542341435,2.678641670732823,6.14995516050901,52.7704342220761
High-force inverse design,3,125,0.8769528734288323,2.6704090143605708,6.219165201761407,50.90791475970721
High-force inverse design,3,130,0.8811716240310692,2.636796578240793,6.3012874017948635,53.695000117435235
High-force inverse design,3,135,0.8813943673898754,2.6863981080888633,6.2884644130033465,53.223958545182974
High-force inverse design,3,140,0.878775518488445,2.6675729153463017,6.258588365988151,52.58771339155001
High-force inverse design,4,25,0.0,3.1953380462297103,0.08490033342897668,0.0
High-force inverse design,4,30,0.0,3.1938733404435737,0.23685418525229376,0.13058232440176648
