algorithm,point_id,outer_stress_MPa,inner_stress_MPa
MF-BCL-SAEA,35,0.7206962585769221,0.2037636154987554
MF-BCL-SAEA,36,0.7340149748018123,0.19454305048196663
MF-BCL-SAEA,37,0.7474043712818463,0.19504782741525742
MF-BCL-SAEA,38,0.7512777104174038,0.1776427507117186
MF-BCL-SAEA,39,0.7629659295231087,0.18353282756827122
MF-BCL-SAEA,40,0.7750033278472921,0.1709861003943195
MF-BCL-SAEA,41,0.7928185142405566,0.1657120681797665
MF-BCL-SAEA,42,0.801681887447609,0.17168304540042842
MF-EMTO,1,0.37560490089409465,0.594727865705435
MF-EMTO,2,0.3977366347846466,0.5816114143263342
MF-EMTO,3,0.40562308403564845,0.5584728791749431
MF-EMTO,4,0.4024327165245258,0.5547926605523561
MF-EMTO,5,0.4070529566605898,0.5286846000410701
MF-EMTO,6,0.4348818647925866,0.522832192980852
MF-EMTO,7,0.44898863094610425,0.5098075671919355
MF-EMTO,8,0.4617691023099652,0.5027246361922186
MF-EMTO,9,0.4686821597345334,0.4924625880058539
MF-EMTO,10,0.4790997694297225,0.4886381391418086
MF-EMTO,11,0.47990234272033255,0.4649979031708375
MF-EMTO,12,0.5102239737243395,0.43776648697922294
MF-EMTO,13,0.5028632173200922,0.44698459887330005
MF-EMTO,14,0.517874765370491,0.43622745338108565
MF-EMTO,15,0.5303564559929411,0.42885191123287375
MF-EMTO,16,0.552132555041754,0.3810697775044939
MF-EMTO,17,0.5512051740902609,0.38272645804731137
MF-EMTO,18,0.5912184212699588,0.35298786058512
MF-EMTO,19,0.584928818393414,0.38546053579113976
MF-EMTO,20,0.5854456291325926,0.3641507041011494
MF-EMTO,21,0.6132896425432857,0.33930757626333763
MF-EMTO,22,0.631809711484987,0.3478979600212594
MF-EMTO,23,0.619049885286066,0.318372085437283
MF-EMTO,24,0.6422716364917868,0.3210675190699201
MF-EMTO,25,0.6587561693630112,0.30661786965153603
MF-EMTO,26,0.6599955261630742,0.29426755687429906
MF-EMTO,27,0.6760842480736092,0.2867384671449985
MF-EMTO,28,0.7014035891239359,0.2783389082742523
MF-EMTO,29,0.7043090035905334,0.25385920907238685
MF-EMTO,30,0.7093096831504494,0.2659921066350316
MF-EMTO,31,0.7228721201803785,0.257202638036695
MF-EMTO,32,0.7353041180519255,0.2501312458339158
MF-EMTO,33,0.7530790815211841,0.25160971015286604
MF-EMTO,34,0.7450956794069955,0.23345230173933254
MF-EMTO,35,0.7653195844578278,0.22203239850689652
MF-EMTO,36,0.7728584800296615,0.23448586138301297
MF-EMTO,37,0.7862078417456289,0.19470036091829673
MF-EMTO,38,0.780729970320377,0.212202750843447
MF-EMTO,39,0.8213332731025282,0.2127877522660143
MF-EMTO,40,0.8070216420741749,0.19339023238234984
MF-EMTO,41,0.8148306701585023,0.2020044811621123
MF-EMTO,42,0.8408870786813739,0.1892779851289284
qNEHVI,1,0.39106047997237886,0.598047109460137
qNEHVI,2,0.4252308945538332,0.5873978443652651
qNEHVI,3,0.41150540701813043,0.5601730847528367
qNEHVI,4,0.43379586983460755,0.5391767867273813
qNEHVI,5,0.4247954296371708,0.5453347600607261
qNEHVI,6,0.42555136172369995,0.5265749792909394
qNEHVI,7,0.459844311881585,0.51446428068506
qNEHVI,8,0.4539725789610883,0.49874322208742594
qNEHVI,9,0.486713725261482,0.49383573625191546
qNEHVI,10,0.5070350713393329,0.49275226408924916
qNEHVI,11,0.5098522980394594,0.4590860317709769
qNEHVI,12,0.5304899744365761,0.46398999319558004
qNEHVI,13,0.5269605955405416,0.45240912424054053
qNEHVI,14,0.5423051790221116,0.43358206532772453
qNEHVI,15,0.5494046618462598,0.41835304466483025
qNEHVI,16,0.5470712749130056,0.40786698439593455
qNEHVI,17,0.554507417565907,0.40431845822340634
qNEHVI,18,0.6035567986774754,0.4032008833003131
qNEHVI,19,0.5818206080473267,0.37835710279766926
qNEHVI,20,0.6111609748252793,0.360372857796446
qNEHVI,21,0.6162135010526054,0.35034597135429685
qNEHVI,22,0.6305871270798107,0.3483479215746186
qNEHVI,23,0.6397896278420834,0.32502506777605034
qNEHVI,24,0.6448188782725633,0.3213511173072542
qNEHVI,25,0.6651322678474751,0.30647361886299024
qNEHVI,26,0.6607774446345571,0.3146094428710139
qNEHVI,27,0.6732945548938742,0.2804392543119345
qNEHVI,28,0.6858260339638854,0.28863427548113
qNEHVI,29,0.6981714095775209,0.28305068291829666
qNEHVI,30,0.716325320130516,0.2785078925647552
qNEHVI,31,0.7286376161050572,0.2467603051024279
qNEHVI,32,0.7435073305120151,0.23804448317757732
qNEHVI,33,0.7560880119792297,0.2435038680200581
qNEHVI,34,0.7795167923663812,0.23085194236848774
qNEHVI,35,0.7974900371429374,0.2130563960179848
qNEHVI,36,0.7732463801705479,0.2273690687681761
qNEHVI,37,0.8027865171255547,0.21744570136624009
qNEHVI,38,0.8119488791032113,0.20477123583267545
qNEHVI,39,0.8202139472092349,0.21413052089944049
qNEHVI,40,0.8340513728957851,0.1948978005849052
qNEHVI,41,0.8359382641664906,0.19367710633206758
qNEHVI,42,0.8412997069796605,0.19189385010998927
LC-SAEA,1,0.4200811311143247,0.6299986573002474
LC-SAEA,2,0.40977588960282496,0.5936108803962902
LC-SAEA,3,0.4387994061936219,0.5817189043198503
LC-SAEA,4,0.44075516436333395,0.563641164232062
LC-SAEA,5,0.45493825218564615,0.5662685430965693
LC-SAEA,6,0.46689679486457125,0.5394137799169098
LC-SAEA,7,0.4686204089818197,0.5291499814734212
LC-SAEA,8,0.5054992187672459,0.5192262640723514
LC-SAEA,9,0.4912317755495764,0.5120754356870635
LC-SAEA,10,0.5009817203435689,0.48137316460358737
LC-SAEA,11,0.5160639444715763,0.49162944117378793
LC-SAEA,12,0.5389995037303739,0.4681603826512073
LC-SAEA,13,0.5451418743205579,0.4607873760283943
LC-SAEA,14,0.5498887035381461,0.4399653309557057
LC-SAEA,15,0.553214597152438,0.4273865192938154
LC-SAEA,16,0.581398332388951,0.4198869953055088
LC-SAEA,17,0.5761332397619409,0.4119622191920817
LC-SAEA,18,0.5757237935038586,0.4051613835024905
LC-SAEA,19,0.6094013420340469,0.40107080457960587
LC-SAEA,20,0.6104393505777637,0.37217968302145893
LC-SAEA,21,0.6397159963525549,0.36322059284392383
LC-SAEA,22,0.6410943522953494,0.3651643451274453
LC-SAEA,23,0.658108164158759,0.33822218593915604
LC-SAEA,24,0.6719766671248819,0.3260482840075355
LC-SAEA,25,0.6596209951948319,0.31452599428803474
LC-SAEA,26,0.7003795412425248,0.31888067877037257
LC-SAEA,27,0.6940002125452237,0.3095913929279745
LC-SAEA,28,0.7112039904423655,0.3055938984529114
LC-SAEA,29,0.7143974472318236,0.28361324665485704
LC-SAEA,30,0.740008824681618,0.2762122947074987
LC-SAEA,31,0.7349464996997263,0.283975877202758
LC-SAEA,32,0.7538365151210427,0.2599306886370572
LC-SAEA,33,0.7794443156391282,0.2524710627703401
LC-SAEA,34,0.7792696017819686,0.24820389983068417
LC-SAEA,35,0.7692537255332625,0.2405497832977439
LC-SAEA,36,0.7951441408731321,0.23911243157618617
LC-SAEA,37,0.8011004097899647,0.22400065375689576
LC-SAEA,38,0.8288469119425166,0.21226414586870818
LC-SAEA,39,0.8417254769058745,0.21744037292276402
LC-SAEA,40,0.8536772247675479,0.22072253222779548
LC-SAEA,41,0.8723720400625906,0.19236906509917678
LC-SAEA,42,0.8639963668798644,0.21570366898351445
C-SAEA,1,0.44280736772666246,0.6224267329832123
C-SAEA,2,0.4476536122916692,0.6060808112318662
C-SAEA,3,0.45290187106622815,0.6009418622525721
C-SAEA,4,0.4701908128331343,0.5808748248050927
C-SAEA,5,0.4764780091419321,0.5605503846175506
C-SAEA,6,0.4895380083883653,0.5549985453194136
C-SAEA,7,0.5031784998456637,0.5520374867452333
C-SAEA,8,0.5248378100026567,0.5174816226072412
C-SAEA,9,0.5165405446981274,0.5114037629880691
C-SAEA,10,0.5208172445003135,0.49651554352196897
C-SAEA,11,0.5454832256474589,0.4883633343317037
C-SAEA,12,0.5348805101436586,0.4717009278779619
C-SAEA,13,0.5859063770277356,0.4725611246157972
C-SAEA,14,0.5666668199370725,0.46027130208817985
C-SAEA,15,0.5806197592401783,0.4444659708818924
C-SAEA,16,0.5955997856776699,0.4270244495826401
C-SAEA,17,0.6300344008269724,0.4222498980093086
C-SAEA,18,0.6318880126975349,0.42230344792664326
C-SAEA,19,0.6121640486339728,0.41124466818343564
C-SAEA,20,0.6451986227380945,0.3900217516153201
C-SAEA,21,0.6458258807271267,0.3749122176147794
C-SAEA,22,0.6622476485246691,0.37472593224278317
C-SAEA,23,0.6854530652696993,0.35300042608355525
C-SAEA,24,0.6838889808018137,0.36798821744757476
C-SAEA,25,0.6998452160737788,0.3396250621533691
C-SAEA,26,0.7134988415271342,0.3548325498186303
C-SAEA,27,0.7462747443821859,0.32139626815485556
C-SAEA,28,0.7568816001294468,0.3188953401043239
C-SAEA,29,0.7323632646104179,0.3028992392509994
C-SAEA,30,0.7544122697106675,0.2804190301238208
C-SAEA,31,0.7557669781266374,0.28991899124265064
C-SAEA,32,0.7634569324622322,0.28732557938975756
C-SAEA,33,0.7904189006421724,0.2824880687211129
C-SAEA,34,0.7935084671670979,0.2594749459665759
C-SAEA,35,0.8223808526393735,0.2582960336305174
C-SAEA,36,0.7982545821893596,0.25054911313436784
C-SAEA,37,0.8222047526960663,0.258687477426116
C-SAEA,38,0.8451211561916142,0.2213205089216876
C-SAEA,39,0.8484341408394871,0.23698306143814257
C-SAEA,40,0.8516960570695387,0.22145706603999502
C-SAEA,41,0.8773440254642045,0.22583798666096092
C-SAEA,42,0.8882433027376796,0.20315549269443853
MOEA/D-GP,1,0.44554064081789163,0.6480804587648574
MOEA/D-GP,2,0.45893106497240815,0.6373438836534194
MOEA/D-GP,3,0.4565641873504432,0.5955072216534542
MOEA/D-GP,4,0.4800299748601227,0.583791828764803
MOEA/D-GP,5,0.4983209720432955,0.5868464289805009
MOEA/D-GP,6,0.5142178263381688,0.5803822644776288
MOEA/D-GP,7,0.512977202095397,0.5563881070220751
MOEA/D-GP,8,0.5002980971397253,0.5295784954242909
MOEA/D-GP,9,0.5406397203363671,0.5242853217766525
MOEA/D-GP,10,0.5447113786971582,0.5258170129037377
MOEA/D-GP,11,0.5605578352231072,0.4880471198493377
MOEA/D-GP,12,0.5760118613517023,0.4904823173768455
MOEA/D-GP,13,0.5828177233715977,0.4807024120493102
MOEA/D-GP,14,0.586217180527437,0.4790570122645148
MOEA/D-GP,15,0.6092018314793892,0.45892785580985374
MOEA/D-GP,16,0.6314557836618004,0.45932202856081517
MOEA/D-GP,17,0.6247485589466575,0.43182666001149117
MOEA/D-GP,18,0.6246192763707497,0.436127112963072
MOEA/D-GP,19,0.6457724575456978,0.4058010976999693
MOEA/D-GP,20,0.6610243017115301,0.41675233452764116
MOEA/D-GP,21,0.6712279930982789,0.40277474689517845
MOEA/D-GP,22,0.6816297572255987,0.3697072409958059
MOEA/D-GP,23,0.6966342843761308,0.3795446095324135
MOEA/D-GP,24,0.6902292508298391,0.3612931516722739
MOEA/D-GP,25,0.6969519228729348,0.3509148314006375
MOEA/D-GP,26,0.7317887895926831,0.34235147227760204
MOEA/D-GP,27,0.7260850872078112,0.3315573555247172
MOEA/D-GP,28,0.7512062906329796,0.3322974640626677
MOEA/D-GP,29,0.7764109983671572,0.3194183055793037
MOEA/D-GP,30,0.7671450373931264,0.31066207955606884
MOEA/D-GP,31,0.7751126749655426,0.29080343013259036
MOEA/D-GP,32,0.7938136448047222,0.29644215865004603
MOEA/D-GP,33,0.8127517999413659,0.2802969136310158
MOEA/D-GP,34,0.7951383761603631,0.27233956794576486
MOEA/D-GP,35,0.8248738796183795,0.27592872634383137
MOEA/D-GP,36,0.8329444810214903,0.2673948030738386
MOEA/D-GP,37,0.8447999184068621,0.2484605078306955
MOEA/D-GP,38,0.8840900225343076,0.23471795998126585
MOEA/D-GP,39,0.8726157712053738,0.24894800658438548
MOEA/D-GP,40,0.8965667643196283,0.23355648572547036
MOEA/D-GP,41,0.8934392878988626,0.21456331173345902
MOEA/D-GP,42,0.9095341337426951,0.21177687108911394
SMS-EGO,1,0.46173384714830806,0.6473625064340083
SMS-EGO,2,0.4746383677492318,0.6353287625855765
SMS-EGO,3,0.48170085627017833,0.6131469006076304
SMS-EGO,4,0.4913491673552879,0.5983323476244224
SMS-EGO,5,0.5116675508404156,0.5866919421308823
SMS-EGO,6,0.5191313392274076,0.5765822523875572
SMS-EGO,7,0.5230772441008317,0.5647034344296059
SMS-EGO,8,0.5465931340718733,0.5627082406415107
SMS-EGO,9,0.5498033383978929,0.5483223020202858
SMS-EGO,10,0.5784304631189268,0.5443464332827629
SMS-EGO,11,0.5778038379136134,0.5202113917811435
SMS-EGO,12,0.5756005067170319,0.5041003130103098
SMS-EGO,13,0.6111504300461447,0.49354020084217676
SMS-EGO,14,0.600339486629582,0.4878613994450248
SMS-EGO,15,0.599673633316588,0.4761679612825309
SMS-EGO,16,0.6429890428837651,0.46193473628115556
SMS-EGO,17,0.6435594296573338,0.4477677955095736
SMS-EGO,18,0.6520697377472914,0.4536921831670306
SMS-EGO,19,0.6453368237403267,0.4399604760746753
SMS-EGO,20,0.6566711077782034,0.40093710318803283
SMS-EGO,21,0.6819547300314087,0.42367209575692094
SMS-EGO,22,0.6970368701221513,0.40838670895095436
SMS-EGO,23,0.7183258129116727,0.3835831532503155
SMS-EGO,24,0.706578468619372,0.3886052171047703
SMS-EGO,25,0.7471710539386782,0.3632748894058126
SMS-EGO,26,0.7625507336116182,0.3595804355723701
SMS-EGO,27,0.7619570053603076,0.3526893758610461
SMS-EGO,28,0.7678216241127553,0.32323874996194746
SMS-EGO,29,0.7646786314939825,0.3332323112919047
SMS-EGO,30,0.7912846119685663,0.32332850420601184
SMS-EGO,31,0.7921972174114852,0.3111994734658213
SMS-EGO,32,0.7937727712971363,0.2929321238219195
SMS-EGO,33,0.8142486760478556,0.3086175564182572
SMS-EGO,34,0.8416510775796313,0.3017084682611442
SMS-EGO,35,0.8599819727221867,0.2807252859629967
SMS-EGO,36,0.8533388638622417,0.2836654254354115
SMS-EGO,37,0.8609981003895826,0.270931441597787
SMS-EGO,38,0.8640586649073335,0.262298963202308
SMS-EGO,39,0.8811542479914141,0.24558620832410866
SMS-EGO,40,0.9001690661244809,0.25780637347083796
SMS-EGO,41,0.9430556190757449,0.2343507169111289
SMS-EGO,42,0.9379578263703148,0.2464249600742959
ParEGO,1,0.486379843571582,0.6451311019028638
ParEGO,2,0.5014438799103438,0.631855949279515
ParEGO,3,0.5014227655832694,0.6348983693991178
ParEGO,4,0.5186092365106981,0.6299099421475727
ParEGO,5,0.526942169736293,0.6085790967086679
ParEGO,6,0.5340476310485058,0.5876385849737131
ParEGO,7,0.5425056657729295,0.5763919393698829
ParEGO,8,0.5587887261768887,0.5756746979676631
ParEGO,9,0.5806705126133475,0.5664085258821074
ParEGO,10,0.5642147849053142,0.5512482718706999
ParEGO,11,0.6033831608636427,0.5227939326174501
ParEGO,12,0.6169444448895274,0.5186739463525608
ParEGO,13,0.6048873673415428,0.5117400173724181
ParEGO,14,0.6150605850739793,0.5038954646595522
ParEGO,15,0.6368334337607809,0.48054979604533415
ParEGO,16,0.6247471835604466,0.47157673706225633
ParEGO,17,0.6611381941593072,0.46646827133285834
ParEGO,18,0.6851248629110865,0.44450777917982015
ParEGO,19,0.6767305546296546,0.44384890189676984
ParEGO,20,0.6987834574184206,0.4241467774410592
ParEGO,21,0.7178395941047703,0.42564996769230584
ParEGO,22,0.7211742031622935,0.42374632882155067
ParEGO,23,0.7364868080698549,0.397732000631533
ParEGO,24,0.7561299548448303,0.3925760555203334
ParEGO,25,0.7421985501554569,0.3926806272132396
ParEGO,26,0.7650265238382595,0.3681171073309145
ParEGO,27,0.7822371289023842,0.3430046749993532
ParEGO,28,0.787627105874923,0.3413311802494149
ParEGO,29,0.8003434630910674,0.35164953052725656
ParEGO,30,0.8088645504840136,0.3357716771473998
ParEGO,31,0.8188587734901027,0.3044478127193214
ParEGO,32,0.8140065099170413,0.32812320212336127
ParEGO,33,0.8325635685104213,0.31488158981918946
ParEGO,34,0.8456854637421725,0.3057370751969478
ParEGO,35,0.8853654045718871,0.32487796151727333
ParEGO,36,0.9009101872293974,0.2877330563429765
ParEGO,37,0.8794031477432515,0.28698693311119283
ParEGO,38,0.905655655095154,0.2776265375730159
ParEGO,39,0.9057573011939156,0.27933790239283746
ParEGO,40,0.9140915749385934,0.2665904047197956
ParEGO,41,0.92445605657118,0.27329658982752325
ParEGO,42,0.9334024856829958,0.26704179936642813
HF-NSGA-II,1,0.5278441535794032,0.6819724426677239
HF-NSGA-II,2,0.5081996280691757,0.6712021977238808
HF-NSGA-II,3,0.5189889321428826,0.6602325792682114
HF-NSGA-II,4,0.5549381526870603,0.6326138182874202
HF-NSGA-II,5,0.5377978258709633,0.6326472690603329
HF-NSGA-II,6,0.5728992033329967,0.6264409713686798
HF-NSGA-II,7,0.5829933706657519,0.5961825275324968
HF-NSGA-II,8,0.593140463258823,0.5862234839086327
HF-NSGA-II,9,0.6233628418208271,0.592870820495326
HF-NSGA-II,10,0.5912118904879201,0.5669105674643827
HF-NSGA-II,11,0.6053900435801208,0.5544769003727985
HF-NSGA-II,12,0.6322387873420456,0.536306362551351
HF-NSGA-II,13,0.653820760124665,0.5358502020771189
HF-NSGA-II,14,0.6505741847945783,0.5148991850713487
HF-NSGA-II,15,0.6679254521866334,0.5230923871481952
HF-NSGA-II,16,0.6715418486576995,0.4978940521320707
HF-NSGA-II,17,0.6778385208114434,0.46824404585953205
HF-NSGA-II,18,0.7115125920946874,0.47569283953547287
HF-NSGA-II,19,0.7015692177973538,0.4687018390886065
HF-NSGA-II,20,0.7118381078751256,0.45245524933358366
HF-NSGA-II,21,0.7334920804080076,0.4464297020899644
HF-NSGA-II,22,0.7634930368500584,0.4320421571225326
HF-NSGA-II,23,0.7691369907394178,0.42789691002149316
HF-NSGA-II,24,0.7505509707204534,0.4135726444182041
HF-NSGA-II,25,0.7572938976268521,0.40959289811654176
HF-NSGA-II,26,0.7997101613710457,0.3911244337943085
HF-NSGA-II,27,0.8050256343942542,0.39131123553853275
HF-NSGA-II,28,0.8258087449289724,0.3745247067537336
HF-NSGA-II,29,0.8186131765900436,0.37982737101702513
HF-NSGA-II,30,0.8518989330184799,0.35808842686917264
HF-NSGA-II,31,0.8550623691326594,0.34877216144703765
HF-NSGA-II,32,0.8384438132299639,0.3538656658012419
HF-NSGA-II,33,0.8618281630658032,0.3378663862564541
HF-NSGA-II,34,0.8852283443703779,0.32196509227935843
HF-NSGA-II,35,0.9084442854551038,0.3081055023179751
HF-NSGA-II,36,0.8865811584313817,0.2936060651120256
HF-NSGA-II,37,0.9206035420424992,0.29919023372383907
HF-NSGA-II,38,0.926688281131349,0.313845327138797
HF-NSGA-II,39,0.9328321288352023,0.29660892746796513
HF-NSGA-II,40,0.9443987410377164,0.2988164295972189
HF-NSGA-II,41,0.9347871861390635,0.29809122221246354
HF-NSGA-II,42,1.004634005539643,0.28409389006862795
